Fecha Hora	Ubicacion	Objeto	Seeing	Maire	Flujo 1	Flujo 2	Var l	Var t	Centelleo 1	Centelleo 2	r0l	r0t	fwhml	fwmlt	CCD	Software	Ventana	EscalaPlaca	Distancia	Diametro	WinSpot	Gain	Texp	Sampling	N	Muestras	Return	Pack
17/10/18 01:57:25	OT	Mirach         	0.5038	1.0514	2055.4	1740.6	0.092097	0.047384	0.0000	0.0000	0.1815	0.2102	6.4376	5.5632	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_DY07H1_181017025652
17/10/18 01:58:25	OT	Mirach         	0.5120	1.0574	2004.7	1747.4	0.095458	0.048767	0.0000	0.0000	0.1776	0.2066	6.5775	5.6601	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_0IDPR0_181017025752
17/10/18 01:59:24	OT	Mirach         	0.5619	1.0574	1970.5	1739.9	0.092303	0.069240	0.0000	0.0000	0.1812	0.1674	6.4462	6.9850	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_QJMXSS_181017025852
17/10/18 02:00:37	OT	Mirach         	0.5070	1.0574	2016.0	1733.6	0.077430	0.058586	0.0000	0.0000	0.2014	0.1851	5.8012	6.3187	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_E733DL_181017030004
17/10/18 02:01:38	OT	Mirach         	0.4986	1.0574	1996.1	1709.9	0.073445	0.058279	0.0000	0.0000	0.2079	0.1857	5.6202	6.2988	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_W9AB1I_181017030106
17/10/18 02:02:38	OT	Mirach         	0.4666	1.0574	1998.4	1677.3	0.081159	0.042161	0.0000	0.0000	0.1958	0.2255	5.9673	5.1867	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_KSC5DE_181017030205
17/10/18 02:03:37	OT	Mirach         	0.4546	1.0637	2004.1	1701.0	0.073384	0.043553	0.0000	0.0000	0.2080	0.2211	5.6174	5.2888	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_EFL85E_181017030304
17/10/18 02:04:37	OT	Mirach         	0.4069	1.0637	2017.0	1724.8	0.059086	0.037412	0.0000	0.0000	0.2369	0.2422	4.9324	4.8279	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_9NXXEE_181017030404
17/10/18 02:05:37	OT	Mirach         	0.4776	1.0637	1955.1	1711.4	0.056015	0.064282	0.0000	0.0000	0.2446	0.1751	4.7770	6.6804	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_I85T82_181017030504
17/10/18 02:06:37	OT	Mirach         	0.5699	1.0637	1975.1	1729.0	0.107566	0.063073	0.0000	0.0000	0.1653	0.1771	7.0661	6.6048	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_VJWOVH_181017030604
17/10/18 02:07:37	OT	Mirach         	0.4237	1.0637	2000.5	1723.4	0.067357	0.037430	0.0000	0.0000	0.2190	0.2422	5.3358	4.8293	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_B734G4_181017030704
17/10/18 02:08:37	OT	Mirach         	0.5147	1.0706	1960.0	1749.4	0.074091	0.065314	0.0000	0.0000	0.2068	0.1734	5.6498	6.7446	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_KHZUWM_181017030805
17/10/18 02:09:38	OT	Mirach         	0.5074	1.0706	1996.4	1716.1	0.094232	0.049230	0.0000	0.0000	0.1790	0.2054	6.5267	5.6923	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_MKGILR_181017030905
17/10/18 02:10:37	OT	Mirach         	0.4750	1.0706	1996.1	1756.1	0.079518	0.047116	0.0000	0.0000	0.1982	0.2109	5.8946	5.5443	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_QG3VO9_181017031004
17/10/18 02:11:37	OT	Mirach         	0.4923	1.0706	1988.3	1715.1	0.077658	0.054405	0.0000	0.0000	0.2010	0.1935	5.8115	6.0441	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_H612H4_181017031104
17/10/18 02:12:37	OT	Mirach         	0.4641	1.0706	1982.7	1714.6	0.069551	0.049874	0.0000	0.0000	0.2148	0.2038	5.4395	5.7369	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_7PS6FY_181017031204
17/10/18 02:13:36	OT	Mirach         	0.4419	1.0778	1933.0	1721.2	0.058276	0.050677	0.0000	0.0000	0.2388	0.2019	4.8918	5.7921	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_3SQA5R_181017031303
17/10/18 02:14:35	OT	Mirach         	0.4791	1.0778	1965.3	1714.4	0.072954	0.053549	0.0000	0.0000	0.2087	0.1953	5.5976	5.9869	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_CJXSCY_181017031403
17/10/18 02:15:37	OT	Mirach         	0.4641	1.0778	1979.1	1753.1	0.079009	0.044389	0.0000	0.0000	0.1990	0.2186	5.8719	5.3495	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_AUSSE2_181017031505
17/10/18 02:16:40	OT	Mirach         	0.5098	1.0778	1968.1	1701.2	0.086501	0.055658	0.0000	0.0000	0.1884	0.1909	6.1999	6.1273	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_UC5MMU_181017031607
17/10/18 02:17:39	OT	Mirach         	0.5146	1.0778	1889.1	1667.8	0.076361	0.064428	0.0000	0.0000	0.2031	0.1748	5.7530	6.6895	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_4PFL1M_181017031706
17/10/18 02:18:38	OT	Mirach         	0.4274	1.0856	1913.4	1671.0	0.063029	0.043053	0.0000	0.0000	0.2279	0.2227	5.1274	5.2523	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_LBGKF6_181017031806
17/10/18 02:19:39	OT	Mirach         	0.4335	1.0856	1867.0	1593.8	0.072389	0.039083	0.0000	0.0000	0.2097	0.2360	5.5716	4.9561	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_V9QS82_181017031906
17/10/18 02:20:39	OT	Mirach         	0.4451	1.0856	1852.8	1614.0	0.064833	0.047819	0.0000	0.0000	0.2240	0.2091	5.2150	5.5939	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_AOMCOE_181017032006
17/10/18 02:21:40	OT	Mirach         	0.4221	1.0856	1911.5	1713.4	0.065516	0.039677	0.0000	0.0000	0.2226	0.2338	5.2478	5.0012	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_IASDVW_181017032107
17/10/18 02:22:40	OT	Mirach         	0.4079	1.0856	1950.7	1716.0	0.060384	0.038466	0.0000	0.0000	0.2338	0.2382	4.9972	4.9090	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_PO88E5_181017032208
17/10/18 02:23:40	OT	Mirach         	0.4145	1.0938	2003.1	1753.6	0.057258	0.043315	0.0000	0.0000	0.2414	0.2218	4.8403	5.2715	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_HXNQCL_181017032307
17/10/18 02:24:40	OT	Mirach         	0.3889	1.0938	2028.4	1726.6	0.054588	0.036847	0.0000	0.0000	0.2484	0.2445	4.7036	4.7840	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_TNQCBL_181017032407
17/10/18 02:25:39	OT	Mirach         	0.3460	1.0938	1996.6	1734.7	0.042438	0.031999	0.0000	0.0000	0.2889	0.2660	4.0442	4.3957	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_4OTY7W_181017032506
17/10/18 02:26:39	OT	Mirach         	0.3361	1.0938	1988.3	1715.8	0.045295	0.027269	0.0000	0.0000	0.2778	0.2928	4.2053	3.9935	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_QWTH2D_181017032606
17/10/18 02:27:38	OT	Mirach         	0.3278	1.0938	1917.4	1731.3	0.042763	0.026579	0.0000	0.0000	0.2876	0.2974	4.0627	3.9326	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_BUSYME_181017032705
17/10/18 02:28:38	OT	Mirach         	0.3204	1.1025	1905.2	1675.7	0.042047	0.025459	0.0000	0.0000	0.2905	0.3052	4.0217	3.8323	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_1Z02Y2_181017032806
17/10/18 02:29:38	OT	Mirach         	0.3392	1.1025	1895.5	1649.1	0.042110	0.030698	0.0000	0.0000	0.2902	0.2728	4.0254	4.2876	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_16EZ3G_181017032906
17/10/18 02:30:39	OT	Mirach         	0.3194	1.1025	1818.5	1604.7	0.038646	0.027395	0.0000	0.0000	0.3056	0.2920	3.8233	4.0045	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_UBIPBH_181017033006
17/10/18 02:31:40	OT	Mirach         	0.3149	1.1025	1707.2	1542.5	0.039309	0.025706	0.0000	0.0000	0.3025	0.3034	3.8625	3.8545	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_RZFW6B_181017033107
17/10/18 02:32:39	OT	Mirach         	0.4121	1.1025	1686.3	1472.3	0.062145	0.039887	0.0000	0.0000	0.2298	0.2331	5.0841	5.0171	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_OM6D88_181017033206
17/10/18 02:33:40	OT	Mirach         	0.4093	1.1117	1684.8	1450.5	0.067890	0.036041	0.0000	0.0000	0.2179	0.2477	5.3611	4.7209	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_Q10670_181017033308
17/10/18 02:34:43	OT	Mirach         	0.4178	1.1117	1646.0	1434.3	0.067277	0.039113	0.0000	0.0000	0.2191	0.2359	5.3320	4.9584	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_UJ1LJY_181017033410
17/10/18 02:35:43	OT	Mirach         	0.4641	1.1117	1674.0	1496.7	0.073625	0.050861	0.0000	0.0000	0.2076	0.2015	5.6285	5.8047	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_F8J43L_181017033510
17/10/18 02:36:43	OT	Mirach         	0.4762	1.1117	1733.0	1523.4	0.067292	0.059807	0.0000	0.0000	0.2191	0.1828	5.3327	6.3974	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_Y4RBQB_181017033610
17/10/18 02:37:43	OT	Mirach         	0.5411	1.1117	1741.1	1505.0	0.102359	0.060960	0.0000	0.0000	0.1703	0.1807	6.8588	6.4711	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_7BSAHH_181017033710
17/10/18 02:38:43	OT	Mirach         	0.5418	1.1215	1812.9	1559.3	0.084790	0.074336	0.0000	0.0000	0.1907	0.1604	6.1260	7.2890	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_VZVF7D_181017033810
17/10/18 02:39:43	OT	Mirach         	0.5212	1.1215	1757.2	1487.2	0.088613	0.063265	0.0000	0.0000	0.1857	0.1767	6.2903	6.6168	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_DN5XV2_181017033910
17/10/18 02:40:45	OT	Mirach         	0.5011	1.1215	1917.9	1672.2	0.088523	0.055570	0.0000	0.0000	0.1859	0.1910	6.2865	6.1214	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_4CUIQX_181017034013
17/10/18 02:41:44	OT	Mirach         	0.4560	1.1215	1836.0	1593.0	0.074561	0.048212	0.0000	0.0000	0.2060	0.2080	5.6713	5.6214	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_T7TAFK_181017034112
17/10/18 02:42:56	OT	Mirach         	0.4840	1.1215	1806.5	1533.8	0.074909	0.058284	0.0000	0.0000	0.2054	0.1857	5.6872	6.2991	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_YL6W3M_181017034223
17/10/18 02:43:58	OT	Mirach         	0.4368	1.1318	1678.3	1468.7	0.067386	0.047023	0.0000	0.0000	0.2189	0.2112	5.3372	5.5378	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_ZTR24R_181017034325
17/10/18 02:44:59	OT	Mirach         	0.4989	1.1318	1491.0	1354.1	0.083501	0.059083	0.0000	0.0000	0.1925	0.1841	6.0700	6.3508	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_HG03YX_181017034427
17/10/18 02:46:00	OT	Mirach         	0.4979	1.1318	1578.3	1370.7	0.083441	0.058771	0.0000	0.0000	0.1926	0.1847	6.0674	6.3306	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_RI8JRU_181017034527
17/10/18 02:47:00	OT	Mirach         	0.5531	1.1318	1675.0	1448.5	0.094226	0.073608	0.0000	0.0000	0.1790	0.1614	6.5264	7.2461	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_SIWTFA_181017034627
17/10/18 02:48:00	OT	Mirach         	0.5007	1.1427	1844.9	1663.0	0.095406	0.053192	0.0000	0.0000	0.1777	0.1961	6.5753	5.9629	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_MO6LKX_181017034727
17/10/18 02:49:02	OT	Mirach         	0.4805	1.1427	1935.6	1658.4	0.077037	0.057525	0.0000	0.0000	0.2020	0.1871	5.7835	6.2498	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_IPUI5W_181017034829
17/10/18 02:50:02	OT	Mirach         	0.5248	1.1427	1928.7	1706.9	0.093869	0.063487	0.0000	0.0000	0.1794	0.1764	6.5116	6.6307	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_OF7EHB_181017034929
17/10/18 02:51:02	OT	Mirach         	0.5664	1.1427	2039.3	1716.1	0.106695	0.072010	0.0000	0.0000	0.1662	0.1635	7.0317	7.1513	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_4FO5K0_181017035029
17/10/18 02:52:02	OT	Mirach         	0.5403	1.1427	1921.8	1725.5	0.103099	0.063666	0.0000	0.0000	0.1696	0.1761	6.8885	6.6419	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_17JAD1_181017035129
17/10/18 02:53:04	OT	Mirach         	0.6147	1.1542	1871.2	1685.9	0.122540	0.084041	0.0000	0.0000	0.1529	0.1491	7.6408	7.8459	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_WDQ5NP_181017035231
17/10/18 02:54:06	OT	Mirach         	0.4709	1.1542	1875.3	1679.0	0.096782	0.042762	0.0000	0.0000	0.1762	0.2236	6.6321	5.2310	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_L34FN4_181017035333
17/10/18 02:55:05	OT	Mirach         	0.4871	1.1542	1946.2	1704.2	0.081162	0.058341	0.0000	0.0000	0.1958	0.1855	5.9674	6.3028	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_2BKK2L_181017035433
17/10/18 02:56:05	OT	Mirach         	0.4726	1.1542	1963.1	1726.5	0.085972	0.049760	0.0000	0.0000	0.1891	0.2041	6.1772	5.7290	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_11Q6KR_181017035533
17/10/18 02:57:05	OT	Mirach         	0.6041	1.1542	1910.5	1718.6	0.133114	0.072623	0.0000	0.0000	0.1455	0.1627	8.0299	7.1878	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_EHNGGC_181017035632
17/10/18 02:58:05	OT	Mirach         	0.7470	1.1663	1947.8	1653.2	0.182367	0.110310	0.0000	0.0000	0.1205	0.1266	9.6993	9.2367	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_4RX04T_181017035732
17/10/18 02:59:04	OT	Mirach         	0.6590	1.1663	1871.8	1700.9	0.141978	0.093431	0.0000	0.0000	0.1400	0.1399	8.3465	8.3607	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_O2L4U1_181017035831
17/10/18 03:00:03	OT	Mirach         	0.7147	1.1663	1901.7	1697.5	0.152331	0.113828	0.0000	0.0000	0.1342	0.1242	8.7066	9.4123	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_P3X5XS_181017035930
17/10/18 03:01:02	OT	Mirach         	0.6996	1.1663	1958.4	1715.0	0.154678	0.104611	0.0000	0.0000	0.1330	0.1307	8.7868	8.9474	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_SJ5M8L_181017040029
17/10/18 03:02:04	OT	Mirach         	0.7648	1.1663	1991.4	1653.8	0.183971	0.118421	0.0000	0.0000	0.1198	0.1213	9.7504	9.6384	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_ZRUPQE_181017040131
17/10/18 03:06:26	OT	Aldebaran      	0.6908	1.0507	6414.7	5395.4	0.141133	0.089214	0.0000	0.0000	0.1405	0.1438	8.3167	8.1322	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_UNA3DV_181017040554
17/10/18 03:48:07	OT	Hamal          	0.5822	1.1632	1603.5	1451.3	0.127540	0.067998	0.0000	0.0000	0.1493	0.1693	7.8264	6.9095	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_1XLITA_181017044734
17/10/18 03:49:08	OT	Hamal          	0.5205	1.1632	1715.6	1562.1	0.100855	0.059457	0.0000	0.0000	0.1719	0.1834	6.7982	6.3748	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_1B5T0W_181017044835
17/10/18 03:50:07	OT	Hamal          	0.5401	1.1632	1458.9	1323.4	0.095722	0.070865	0.0000	0.0000	0.1773	0.1651	6.5884	7.0829	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_8A4M1Q_181017044935
17/10/18 03:51:07	OT	Hamal          	0.5904	1.1632	1523.0	1349.0	0.130720	0.069495	0.0000	0.0000	0.1471	0.1671	7.9429	7.0004	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_7P8ZUC_181017045034
17/10/18 03:52:05	OT	Hamal          	0.5934	1.1632	1837.8	1574.9	0.133591	0.069034	0.0000	0.0000	0.1452	0.1677	8.0471	6.9725	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_FQ5RXF_181017045133
17/10/18 03:54:22	OT	Hamal          	0.5737	1.1768	1674.2	1413.6	0.126651	0.066678	0.0000	0.0000	0.1499	0.1713	7.7936	6.8287	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_QBN2NX_181017045349
17/10/18 03:55:21	OT	Hamal          	0.5020	1.1768	1706.8	1490.5	0.088453	0.061595	0.0000	0.0000	0.1859	0.1796	6.2835	6.5114	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_KJJXDL_181017045449
17/10/18 03:56:22	OT	Hamal          	0.5510	1.1768	1706.2	1539.2	0.099536	0.074506	0.0000	0.0000	0.1732	0.1602	6.7447	7.2990	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_XLI724_181017045549
17/10/18 03:57:21	OT	Hamal          	0.4602	1.1768	1756.9	1637.4	0.085846	0.047323	0.0000	0.0000	0.1893	0.2104	6.1717	5.5590	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_ZUSMFH_181017045648
17/10/18 04:12:27	OT	Mirfak         	0.4252	1.1147	2155.8	1950.0	0.067732	0.041493	0.0000	0.0000	0.2182	0.2276	5.3536	5.1373	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_XGDV3N_181017051154
17/10/18 04:13:27	OT	Mirfak         	0.4531	1.1201	2154.7	1905.0	0.077919	0.044907	0.0000	0.0000	0.2006	0.2171	5.8232	5.3869	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_U31CH3_181017051255
17/10/18 04:14:27	OT	Mirfak         	0.4234	1.1201	2161.9	1972.2	0.071994	0.038647	0.0000	0.0000	0.2104	0.2376	5.5533	4.9228	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_47BRXG_181017051354
17/10/18 04:15:26	OT	Mirfak         	0.3610	1.1201	2143.4	1872.1	0.060718	0.026420	0.0000	0.0000	0.2330	0.2985	5.0137	3.9184	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_3MOAWI_181017051454
17/10/18 04:16:25	OT	Mirfak         	0.4105	1.1201	2139.8	1906.0	0.072188	0.034449	0.0000	0.0000	0.2101	0.2545	5.5623	4.5947	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_VZ02E2_181017051552
17/10/18 04:17:31	OT	Mirfak         	0.4869	1.1201	2211.1	1904.0	0.084387	0.052824	0.0000	0.0000	0.1913	0.1969	6.1085	5.9381	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_ZX2B0J_181017051658
17/10/18 04:18:31	OT	Mirfak         	0.5042	1.1258	2126.8	1942.8	0.102137	0.048821	0.0000	0.0000	0.1706	0.2065	6.8499	5.6639	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_2H6SVZ_181017051758
17/10/18 04:19:40	OT	Mirfak         	0.4661	1.1258	2160.4	1920.9	0.086840	0.044435	0.0000	0.0000	0.1880	0.2185	6.2145	5.3528	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_SQE7GT_181017051907
17/10/18 04:20:41	OT	Mirfak         	0.4897	1.1258	2097.3	1847.2	0.076912	0.059470	0.0000	0.0000	0.2022	0.1834	5.7779	6.3757	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_RG6SV2_181017052008
17/10/18 04:21:50	OT	Mirfak         	0.5065	1.1258	2130.4	1907.4	0.082073	0.062402	0.0000	0.0000	0.1945	0.1782	6.0075	6.5625	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_7PTL6G_181017052117
17/10/18 04:22:50	OT	Mirfak         	0.5090	1.1258	2160.8	1922.6	0.088908	0.058761	0.0000	0.0000	0.1854	0.1847	6.3029	6.3300	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_TDXP1E_181017052218
17/10/18 04:24:04	OT	Mirfak         	0.4818	1.1318	2182.6	1873.4	0.085456	0.051414	0.0000	0.0000	0.1898	0.2002	6.1549	5.8425	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_NE7N2C_181017052331
17/10/18 04:25:16	OT	Mirfak         	0.5095	1.1318	2052.4	1891.6	0.087492	0.060514	0.0000	0.0000	0.1872	0.1815	6.2424	6.4426	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_5VDKY1_181017052444
17/10/18 04:26:31	OT	Mirfak         	0.5124	1.1318	2115.8	1940.9	0.079997	0.066898	0.0000	0.0000	0.1975	0.1709	5.9159	6.8423	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_SPUKMC_181017052558
17/10/18 04:27:31	OT	Mirfak         	0.4544	1.1318	2049.7	1927.5	0.072965	0.049557	0.0000	0.0000	0.2087	0.2046	5.5981	5.7149	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_E1KS4G_181017052658
17/10/18 04:28:31	OT	Mirfak         	0.4970	1.1383	2104.4	1945.1	0.078339	0.062617	0.0000	0.0000	0.2000	0.1778	5.8420	6.5760	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_FWZDP2_181017052758
17/10/18 04:29:32	OT	Mirfak         	0.4805	1.1383	2064.6	1898.3	0.082620	0.053351	0.0000	0.0000	0.1937	0.1958	6.0315	5.9736	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_IG495P_181017052859
17/10/18 04:30:45	OT	Mirfak         	0.4714	1.1383	2058.2	1830.0	0.083522	0.049423	0.0000	0.0000	0.1925	0.2050	6.0709	5.7057	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_Y1T1EY_181017053012
17/10/18 04:31:53	OT	Mirfak         	0.4314	1.1383	2001.3	1892.5	0.064294	0.047773	0.0000	0.0000	0.2252	0.2092	5.1889	5.5906	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_FDT10K_181017053120
17/10/18 04:33:00	OT	Mirfak         	0.4250	1.1383	2148.5	1941.0	0.064590	0.045314	0.0000	0.0000	0.2245	0.2159	5.2032	5.4162	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_PM7GGS_181017053227
17/10/18 04:34:01	OT	Mirfak         	0.4950	1.1452	2162.0	1924.8	0.100484	0.048334	0.0000	0.0000	0.1722	0.2077	6.7831	5.6299	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_33S1K0_181017053329
17/10/18 04:35:01	OT	Mirfak         	0.4399	1.1452	2096.3	1899.3	0.064429	0.051289	0.0000	0.0000	0.2249	0.2005	5.1954	5.8340	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_KQ1XA8_181017053428
17/10/18 04:36:00	OT	Mirfak         	0.4342	1.1452	2115.8	1880.2	0.076348	0.041473	0.0000	0.0000	0.2031	0.2277	5.7524	5.1358	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_WPXE16_181017053527
17/10/18 04:37:09	OT	Mirfak         	0.4778	1.1452	2137.5	1928.0	0.087974	0.049613	0.0000	0.0000	0.1865	0.2045	6.2631	5.7188	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_OPWCJF_181017053636
17/10/18 04:38:11	OT	Mirfak         	0.4544	1.1525	2105.1	1921.6	0.083308	0.044748	0.0000	0.0000	0.1927	0.2176	6.0616	5.3754	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_HVRWIE_181017053738
17/10/18 04:39:09	OT	Mirfak         	0.4839	1.1525	2109.6	1894.9	0.090092	0.051181	0.0000	0.0000	0.1839	0.2007	6.3531	5.8266	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_KKESSD_181017053836
17/10/18 04:53:36	OT	Mirfak         	0.7255	1.1769	2025.7	1777.2	0.155285	0.119356	0.0000	0.0000	0.1327	0.1208	8.8075	9.6840	PixelFly	L1.5-	160x60	1.0369	0	0	20	0	5	150	200	200	0	OT_RZYPLW_181017055303
