Fecha Hora	Ubicacion	Objeto	Seeing	Maire	Flujo 1	Flujo 2	Var l	Var t	Centelleo 1	Centelleo 2	r0l	r0t	fwhml	fwmlt	CCD	Software	Ventana	EscalaPlaca	Distancia	Diametro	WinSpot	Gain	Texp	Sampling	N	Muestras	Return
04/10/18 21:13:36	OT	DENEB          	 1.0199	 1.0482	  392.4	  368.2	 0.221867	 0.214793	 0.4702	 0.5133	 0.1121	 0.0889	 0.9014	 1.1383	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:14:06	OT	DENEB          	 0.7925	 1.0483	  665.3	  554.5	 0.180090	 0.116813	 0.5401	 0.4873	 0.1271	 0.1281	 0.7953	 0.7898	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:14:36	OT	DENEB          	 0.7209	 1.0485	  628.6	  567.3	 0.144989	 0.105672	 0.2046	 0.1496	 0.1448	 0.1361	 0.6982	 0.7436	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:15:06	OT	DENEB          	 0.6694	 1.0486	  990.3	  883.9	 0.164283	 0.071100	 0.2824	 0.2580	 0.1343	 0.1726	 0.7525	 0.5862	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:15:36	OT	DENEB          	 0.6681	 1.0488	 2177.1	 1906.0	 0.156308	 0.075136	 0.1097	 0.0906	 0.1384	 0.1670	 0.7303	 0.6059	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:16:06	OT	DENEB          	 0.6558	 1.0489	 1882.0	 1639.2	 0.132038	 0.084815	 0.1486	 0.1401	 0.1532	 0.1553	 0.6600	 0.6516	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:16:36	OT	DENEB          	 0.6430	 1.0490	 1550.4	 1364.7	 0.137944	 0.075701	 0.1865	 0.1647	 0.1492	 0.1663	 0.6775	 0.6086	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:17:06	OT	DENEB          	 0.7408	 1.0492	 1068.3	  948.5	 0.159247	 0.105667	 0.8969	 0.8336	 0.1369	 0.1361	 0.7384	 0.7433	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:17:36	OT	DENEB          	 0.6523	 1.0494	  834.2	  784.5	 0.134716	 0.081668	 0.4707	 0.4381	 0.1514	 0.1589	 0.6678	 0.6368	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:18:06	OT	DENEB          	 0.6740	 1.0495	 2025.9	 1788.0	 0.150886	 0.080924	 0.1317	 0.1285	 0.1414	 0.1598	 0.7147	 0.6332	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:18:36	OT	DENEB          	 0.6649	 1.0497	 1373.7	 1223.3	 0.109356	 0.105078	 0.1137	 0.1195	 0.1716	 0.1366	 0.5891	 0.7406	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:19:06	OT	DENEB          	 0.5525	 1.0498	 2430.7	 2152.8	 0.106997	 0.058947	 0.0592	 0.0603	 0.1739	 0.1933	 0.5814	 0.5235	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:19:36	OT	DENEB          	 0.8038	 1.0500	 1154.8	 1072.7	 0.133602	 0.157348	 0.3372	 0.3588	 0.1522	 0.1072	 0.6642	 0.9435	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:20:06	OT	DENEB          	 0.6859	 1.0502	 1573.9	 1404.8	 0.141221	 0.092360	 0.1364	 0.1389	 0.1472	 0.1477	 0.6866	 0.6853	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:20:36	OT	DENEB          	 0.6756	 1.0504	 1292.8	 1165.8	 0.149971	 0.082317	 0.1641	 0.1378	 0.1420	 0.1582	 0.7118	 0.6395	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:21:06	OT	DENEB          	 0.7333	 1.0505	 1595.2	 1453.3	 0.183960	 0.087247	 0.1090	 0.0980	 0.1257	 0.1528	 0.8045	 0.6621	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
04/10/18 21:21:36	OT	DENEB          	 0.9527	 1.0507	 1384.0	 1256.5	 0.234791	 0.166114	 0.1457	 0.2018	 0.1086	 0.1039	 0.9312	 0.9743	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:22:06	OT	DENEB          	 0.8947	 1.0509	 1329.2	 1218.1	 0.243823	 0.128989	 0.3265	 0.3298	 0.1061	 0.1209	 0.9525	 0.8370	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
04/10/18 21:22:09	OT	DENEB          	16.9271	 1.0509	  152.8	  136.5	 2.718791	49.722662	 0.9252	 0.3584	 0.0250	 0.0034	 4.0479	29.8063	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	 10	    12
04/10/18 21:22:11	OT	DENEB          	 0.0000	 1.0509	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
04/10/18 21:22:13	OT	DENEB          	 0.0000	 1.0509	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
04/10/18 21:22:14	OT	DENEB          	 0.0000	 1.0510	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
