Fecha Hora	Ubicacion	Objeto	Seeing	Maire	Flujo 1	Flujo 2	Var l	Var t	Centelleo 1	Centelleo 2	r0l	r0t	fwhml	fwmlt	CCD	Software	Ventana	EscalaPlaca	Distancia	Diametro	WinSpot	Gain	Texp	Sampling	N	Muestras	Return
13/02/19 19:43:01	OT	MIRFAK         	 0.9908	 1.0891	 2438.7	 2373.4	 0.268521	 0.188900	 0.0725	 0.0730	 0.1042	 0.1000	 0.9701	 1.0115	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:43:31	OT	MIRFAK         	 1.0227	 1.0894	 2427.8	 2347.1	 0.276673	 0.203631	 0.0843	 0.0768	 0.1024	 0.0956	 0.9875	 1.0579	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:44:01	OT	MIRFAK         	 0.9804	 1.0897	 2445.7	 2323.7	 0.283353	 0.172992	 0.0690	 0.0627	 0.1009	 0.1055	 1.0016	 0.9592	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:44:31	OT	MIRFAK         	 0.9806	 1.0900	 2439.4	 2364.4	 0.262074	 0.187200	 0.0617	 0.0556	 0.1058	 0.1006	 0.9556	 1.0055	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:45:01	OT	MIRFAK         	 1.0085	 1.0903	 2446.0	 2408.1	 0.304953	 0.176580	 0.0800	 0.0716	 0.0966	 0.1042	 1.0464	 0.9707	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:45:31	OT	MIRFAK         	 1.0792	 1.0906	 2430.4	 2321.5	 0.285442	 0.235267	 0.0450	 0.0398	 0.1005	 0.0878	 1.0055	 1.1529	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:46:01	OT	MIRFAK         	 0.9160	 1.0909	 2459.2	 2334.0	 0.240351	 0.163094	 0.0426	 0.0557	 0.1115	 0.1094	 0.9068	 0.9252	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:46:31	OT	MIRFAK         	 0.9291	 1.0913	 2374.9	 2417.9	 0.245012	 0.167830	 0.0585	 0.0596	 0.1102	 0.1075	 0.9171	 0.9411	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:47:01	OT	MIRFAK         	 0.9992	 1.0916	 2432.0	 2362.8	 0.311661	 0.167296	 0.0697	 0.0496	 0.0954	 0.1077	 1.0594	 0.9391	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:47:31	OT	MIRFAK         	 0.9558	 1.0919	 2407.9	 2377.8	 0.269413	 0.167942	 0.0505	 0.0403	 0.1042	 0.1075	 0.9706	 0.9411	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:48:01	OT	MIRFAK         	 0.9269	 1.0922	 2415.5	 2338.8	 0.249563	 0.163784	 0.0420	 0.0581	 0.1091	 0.1092	 0.9268	 0.9269	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:48:32	OT	MIRFAK         	 0.9132	 1.0926	 2414.9	 2377.7	 0.265695	 0.145813	 0.0424	 0.0492	 0.1051	 0.1171	 0.9621	 0.8643	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	199	     0
13/02/19 19:49:02	OT	MIRFAK         	 0.9234	 1.0929	 2443.3	 2325.9	 0.273910	 0.146638	 0.0445	 0.0431	 0.1032	 0.1167	 0.9797	 0.8671	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:49:32	OT	MIRFAK         	 0.9395	 1.0933	 2470.4	 2443.6	 0.293413	 0.144223	 0.0511	 0.0514	 0.0990	 0.1179	 1.0208	 0.8583	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:50:02	OT	MIRFAK         	 1.0502	 1.0936	 2413.1	 2364.3	 0.297354	 0.208833	 0.0478	 0.0528	 0.0983	 0.0944	 1.0288	 1.0716	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:50:32	OT	MIRFAK         	 0.8337	 1.0939	 2483.9	 2389.4	 0.183910	 0.155136	 0.0501	 0.0499	 0.1311	 0.1129	 0.7710	 0.8964	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:51:02	OT	MIRFAK         	 0.9374	 1.0943	 2425.0	 2351.4	 0.231019	 0.183409	 0.0444	 0.0401	 0.1144	 0.1021	 0.8839	 0.9909	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:51:31	OT	MIRFAK         	 0.8832	 1.0946	 2459.9	 2343.4	 0.195705	 0.175997	 0.0414	 0.0419	 0.1264	 0.1047	 0.8000	 0.9665	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:52:01	OT	MIRFAK         	 0.9035	 1.0950	 2466.7	 2322.8	 0.221451	 0.169769	 0.0448	 0.0475	 0.1174	 0.1070	 0.8614	 0.9456	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:52:31	OT	MIRFAK         	 0.9878	 1.0954	 2421.5	 2392.5	 0.236435	 0.211902	 0.0395	 0.0584	 0.1129	 0.0937	 0.8957	 1.0799	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:53:01	OT	MIRFAK         	 0.9020	 1.0957	 2455.6	 2322.2	 0.248890	 0.150844	 0.0548	 0.0572	 0.1095	 0.1149	 0.9236	 0.8805	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:53:31	OT	MIRFAK         	 1.0525	 1.0961	 2476.7	 2398.8	 0.274575	 0.227214	 0.0629	 0.0645	 0.1032	 0.0899	 0.9794	 1.1257	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:54:01	OT	MIRFAK         	 1.0745	 1.0965	 2442.8	 2371.4	 0.344857	 0.194827	 0.0617	 0.0567	 0.0900	 0.0986	 1.1227	 1.0262	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:54:31	OT	MIRFAK         	 0.9484	 1.0968	 2463.2	 2386.0	 0.239639	 0.184988	 0.0557	 0.0529	 0.1120	 0.1017	 0.9022	 0.9946	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:55:01	OT	MIRFAK         	 1.0362	 1.0972	 2387.9	 2286.3	 0.355063	 0.165549	 0.0600	 0.0679	 0.0885	 0.1088	 1.1420	 0.9303	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	    50
13/02/19 19:55:31	OT	MIRFAK         	 0.9228	 1.0976	 2459.7	 2410.6	 0.264470	 0.153450	 0.1016	 0.0962	 0.1056	 0.1138	 0.9568	 0.8887	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:56:01	OT	MIRFAK         	 1.0744	 1.0980	 2468.9	 2313.2	 0.333351	 0.202547	 0.0959	 0.1238	 0.0920	 0.0964	 1.0992	 1.0496	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:56:31	OT	MIRFAK         	 0.8983	 1.0984	 2437.7	 2356.0	 0.252624	 0.147094	 0.0562	 0.0610	 0.1086	 0.1168	 0.9305	 0.8661	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:57:01	OT	MIRFAK         	 1.0441	 1.0988	 2430.4	 2317.6	 0.279301	 0.219230	 0.0615	 0.0678	 0.1023	 0.0920	 0.9880	 1.1001	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:57:31	OT	MIRFAK         	 0.8689	 1.0992	 2392.2	 2327.5	 0.229968	 0.145129	 0.0503	 0.0559	 0.1150	 0.1178	 0.8791	 0.8588	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:58:01	OT	MIRFAK         	 0.9485	 1.0996	 2404.3	 2353.5	 0.262393	 0.170510	 0.0692	 0.0625	 0.1063	 0.1070	 0.9513	 0.9457	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
13/02/19 19:58:32	OT	MIRFAK         	 0.9879	 1.1000	 2467.4	 2388.6	 0.286529	 0.178867	 0.0984	 0.0843	 0.1008	 0.1040	 1.0026	 0.9731	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	199	     0
13/02/19 19:59:02	OT	MIRFAK         	 1.1230	 1.1004	 2411.6	 2386.2	 0.335981	 0.234000	 0.1146	 0.1028	 0.0917	 0.0885	 1.1029	 1.1430	PixelFly	L1.5-	160x 60	1.0063	0.1400	0.0600	20	0	 5	150	 200	200	     0
