Fecha Hora	Ubicacion	Objeto	Seeing	Maire	Flujo 1	Flujo 2	Var l	Var t	Centelleo 1	Centelleo 2	r0l	r0t	fwhml	fwmlt	CCD	Software	Ventana	EscalaPlaca	Distancia	Diametro	WinSpot	Gain	Texp	Sampling	N	Muestras	Return
10/09/18 19:54:22	OT	RASALHAGUE     	 0.0000	 1.0484	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
10/09/18 19:54:23	OT	RASALHAGUE     	 0.0000	 1.0484	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
10/09/18 19:54:25	OT	RASALHAGUE     	 0.0000	 1.0484	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
10/09/18 19:54:26	OT	RASALHAGUE     	 0.0000	 1.0484	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    12
10/09/18 19:54:27	OT	RASALHAGUE     	 0.0000	 1.0485	    0.0	    0.0	-0.000000	-0.000000	    0.0	    0.0	    0.0	    0.0	 0.0000	 0.0000	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	  0	    99
10/09/18 19:57:01	OT	RASALHAGUE     	 0.5503	 1.0500	 1621.5	 1411.9	 0.117867	 0.051808	 0.0427	 0.0337	 0.1641	 0.2089	 0.6161	 0.4844	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
10/09/18 19:57:31	OT	RASALHAGUE     	 0.5289	 1.0503	 1636.4	 1436.0	 0.095037	 0.057661	 0.0319	 0.0397	 0.1867	 0.1959	 0.5413	 0.5165	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
10/09/18 19:58:01	OT	RASALHAGUE     	 0.5301	 1.0507	 1622.5	 1447.5	 0.080849	 0.067779	 0.0429	 0.0311	 0.2058	 0.1778	 0.4912	 0.5690	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
10/09/18 19:58:32	OT	RASALHAGUE     	 0.5850	 1.0510	 1642.8	 1433.2	 0.100312	 0.076367	 0.0317	 0.0293	 0.1808	 0.1656	 0.5590	 0.6111	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
10/09/18 19:59:02	OT	RASALHAGUE     	 0.6149	 1.0513	 1665.8	 1422.5	 0.110834	 0.081757	 0.0361	 0.0285	 0.1704	 0.1590	 0.5933	 0.6365	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
