Fecha Hora	Ubicacion	Objeto	Seeing	Maire	Flujo 1	Flujo 2	Var l	Var t	Centelleo 1	Centelleo 2	r0l	r0t	fwhml	fwmlt	CCD	Software	Ventana	EscalaPlaca	Distancia	Diametro	WinSpot	Gain	Texp	Sampling	N	Muestras	Return
23/09/18 19:46:15	OT	VEGA           	 0.4666	 1.0182	10784.0	 9202.9	 0.093529	 0.034539	 0.0256	 0.0262	 0.1851	 0.2615	 0.5463	 0.3869	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	 15	    99
23/09/18 19:47:09	OT	VEGA           	 0.5282	 1.0184	10630.9	 9753.8	 0.099176	 0.051332	 0.0386	 0.0428	 0.1787	 0.2062	 0.5658	 0.4907	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:47:39	OT	VEGA           	 0.4579	 1.0185	10779.9	 9657.7	 0.081185	 0.038703	 0.0299	 0.0377	 0.2015	 0.2443	 0.5017	 0.4142	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	    50
23/09/18 19:48:09	OT	VEGA           	 0.5560	 1.0186	10759.8	 9634.5	 0.096168	 0.063355	 0.0370	 0.0388	 0.1820	 0.1818	 0.5553	 0.5566	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:48:39	OT	VEGA           	 0.5519	 1.0187	10600.8	 9768.8	 0.086841	 0.068136	 0.0455	 0.0447	 0.1935	 0.1740	 0.5223	 0.5814	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:49:09	OT	VEGA           	 0.5431	 1.0188	10713.4	 9576.7	 0.092474	 0.060962	 0.0407	 0.0536	 0.1864	 0.1860	 0.5424	 0.5439	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:49:40	OT	VEGA           	 0.5866	 1.0190	10346.8	10004.0	 0.120970	 0.059507	 0.0391	 0.0361	 0.1586	 0.1888	 0.6372	 0.5360	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:50:10	OT	VEGA           	 0.5754	 1.0191	10596.6	 9718.1	 0.104686	 0.065298	 0.0358	 0.0365	 0.1730	 0.1786	 0.5842	 0.5667	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:50:40	OT	VEGA           	 0.5635	 1.0192	10632.5	 9772.1	 0.100172	 0.063684	 0.0372	 0.0347	 0.1777	 0.1813	 0.5689	 0.5582	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
23/09/18 19:51:10	OT	VEGA           	 0.5586	 1.0193	10812.7	 9746.7	 0.105497	 0.058489	 0.0372	 0.0329	 0.1723	 0.1908	 0.5868	 0.5304	PixelFly	L1.5-	160x 60	1.0216	0.1400	0.0600	20	0	 5	150	 200	200	     0
