
date: 18/10/2018 18:23:18.265	code: Info	text: Focus Server started at port 3340....
date: 18/10/2018 18:23:18.875	code: Info	text: Connected by ('127.0.0.1', 2331) --> command: ping
date: 18/10/2018 18:23:18.875	code: Info	text: self.ping()
date: 18/10/2018 18:23:18.875	code: Info	text: 0
date: 18/10/2018 18:23:36.065	code: Info	text: Connected by ('127.0.0.1', 2337) --> command: ping
date: 18/10/2018 18:23:36.065	code: Info	text: self.ping()
date: 18/10/2018 18:23:36.065	code: Info	text: 0
date: 18/10/2018 18:23:52.100	code: Info	text: Connected by ('127.0.0.1', 2342) --> command: ping
date: 18/10/2018 18:23:52.100	code: Info	text: self.ping()
date: 18/10/2018 18:23:52.100	code: Info	text: 0
date: 18/10/2018 18:24:08.197	code: Info	text: Connected by ('127.0.0.1', 2348) --> command: ping
date: 18/10/2018 18:24:08.197	code: Info	text: self.ping()
date: 18/10/2018 18:24:08.197	code: Info	text: 0
date: 18/10/2018 18:24:24.184	code: Info	text: Connected by ('127.0.0.1', 2354) --> command: ping
date: 18/10/2018 18:24:24.184	code: Info	text: self.ping()
date: 18/10/2018 18:24:24.184	code: Info	text: 0
date: 18/10/2018 18:24:40.328	code: Info	text: Connected by ('127.0.0.1', 2364) --> command: ping
date: 18/10/2018 18:24:40.328	code: Info	text: self.ping()
date: 18/10/2018 18:24:40.328	code: Info	text: 0
date: 18/10/2018 18:25:25.368	code: Info	text: Connected by ('127.0.0.1', 2376) --> command: ping
date: 18/10/2018 18:25:25.368	code: Info	text: self.ping()
date: 18/10/2018 18:25:25.368	code: Info	text: 0
date: 18/10/2018 18:26:40.461	code: Info	text: Connected by ('127.0.0.1', 2402) --> command: ping
date: 18/10/2018 18:26:40.461	code: Info	text: self.ping()
date: 18/10/2018 18:26:40.461	code: Info	text: 0
date: 18/10/2018 18:27:11.014	code: Info	text: Connected by ('127.0.0.1', 2408) --> command: ping
date: 18/10/2018 18:27:11.014	code: Info	text: self.ping()
date: 18/10/2018 18:27:11.014	code: Info	text: 0
date: 18/10/2018 18:27:28.143	code: Info	text: Connected by ('127.0.0.1', 2426) --> command: ping
date: 18/10/2018 18:27:28.143	code: Info	text: self.ping()
date: 18/10/2018 18:27:28.143	code: Info	text: 0
date: 18/10/2018 18:27:39.895	code: Info	text: Connected by ('127.0.0.1', 2435) --> command: fwd_time:1
date: 18/10/2018 18:27:39.895	code: Info	text: self.fwd_time(1)
date: 18/10/2018 18:27:40.426	code: Info	text: OK
date: 18/10/2018 18:27:40.458	code: Info	text: Connected by ('127.0.0.1', 2436) --> command: get_pos
date: 18/10/2018 18:27:40.458	code: Info	text: self.get_pos()
date: 18/10/2018 18:27:40.473	code: Info	text: 0.114746094
date: 18/10/2018 18:27:43.255	code: Info	text: Connected by ('127.0.0.1', 2443) --> command: ping
date: 18/10/2018 18:27:43.255	code: Info	text: self.ping()
date: 18/10/2018 18:27:43.255	code: Info	text: 0.114746094
date: 18/10/2018 18:27:58.289	code: Info	text: Connected by ('127.0.0.1', 2453) --> command: ping
date: 18/10/2018 18:27:58.289	code: Info	text: self.ping()
date: 18/10/2018 18:27:58.289	code: Info	text: 0.114746094
date: 18/10/2018 18:28:13.339	code: Info	text: Connected by ('127.0.0.1', 2458) --> command: ping
date: 18/10/2018 18:28:13.339	code: Info	text: self.ping()
date: 18/10/2018 18:28:13.339	code: Info	text: 0.114746094
date: 18/10/2018 18:28:28.373	code: Info	text: Connected by ('127.0.0.1', 2464) --> command: ping
date: 18/10/2018 18:28:28.373	code: Info	text: self.ping()
date: 18/10/2018 18:28:28.373	code: Info	text: 0.114746094
date: 18/10/2018 18:28:43.408	code: Info	text: Connected by ('127.0.0.1', 2469) --> command: ping
date: 18/10/2018 18:28:43.408	code: Info	text: self.ping()
date: 18/10/2018 18:28:43.408	code: Info	text: 0.114746094
date: 18/10/2018 18:28:58.442	code: Info	text: Connected by ('127.0.0.1', 2474) --> command: ping
date: 18/10/2018 18:28:58.442	code: Info	text: self.ping()
date: 18/10/2018 18:28:58.442	code: Info	text: 0.114746094
date: 18/10/2018 18:29:13.492	code: Info	text: Connected by ('127.0.0.1', 2479) --> command: ping
date: 18/10/2018 18:29:13.492	code: Info	text: self.ping()
date: 18/10/2018 18:29:13.492	code: Info	text: 0.114746094
date: 18/10/2018 18:29:28.526	code: Info	text: Connected by ('127.0.0.1', 2485) --> command: ping
date: 18/10/2018 18:29:28.526	code: Info	text: self.ping()
date: 18/10/2018 18:29:28.526	code: Info	text: 0.114746094
date: 18/10/2018 18:29:43.967	code: Info	text: Connected by ('127.0.0.1', 2492) --> command: ping
date: 18/10/2018 18:29:43.967	code: Info	text: self.ping()
date: 18/10/2018 18:29:43.967	code: Info	text: 0.114746094
date: 18/10/2018 18:29:59.110	code: Info	text: Connected by ('127.0.0.1', 2505) --> command: ping
date: 18/10/2018 18:29:59.110	code: Info	text: self.ping()
date: 18/10/2018 18:29:59.110	code: Info	text: 0.114746094
date: 18/10/2018 18:30:00.876	code: Info	text: Connected by ('127.0.0.1', 2508) --> command: fwd_time:1
date: 18/10/2018 18:30:00.876	code: Info	text: self.fwd_time(1)
date: 18/10/2018 18:30:01.236	code: Info	text: OK
date: 18/10/2018 18:30:01.236	code: Info	text: Connected by ('127.0.0.1', 2509) --> command: get_pos
date: 18/10/2018 18:30:01.236	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:01.251	code: Info	text: 0.114944458
date: 18/10/2018 18:30:09.081	code: Info	text: Connected by ('127.0.0.1', 2515) --> command: rwd_time:1
date: 18/10/2018 18:30:09.081	code: Info	text: self.rwd_time(1)
date: 18/10/2018 18:30:09.550	code: Info	text: OK
date: 18/10/2018 18:30:09.565	code: Info	text: Connected by ('127.0.0.1', 2516) --> command: get_pos
date: 18/10/2018 18:30:09.565	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:09.565	code: Info	text: 0.114715576
date: 18/10/2018 18:30:14.144	code: Info	text: Connected by ('127.0.0.1', 2523) --> command: ping
date: 18/10/2018 18:30:14.144	code: Info	text: self.ping()
date: 18/10/2018 18:30:14.144	code: Info	text: 0.114715576
date: 18/10/2018 18:30:16.957	code: Info	text: Connected by ('127.0.0.1', 2527) --> command: rwd_time:1
date: 18/10/2018 18:30:16.957	code: Info	text: self.rwd_time(1)
date: 18/10/2018 18:30:17.333	code: Info	text: OK
date: 18/10/2018 18:30:17.348	code: Info	text: Connected by ('127.0.0.1', 2528) --> command: get_pos
date: 18/10/2018 18:30:17.348	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:17.364	code: Info	text: 0.114562988
date: 18/10/2018 18:30:25.115	code: Info	text: Connected by ('127.0.0.1', 2535) --> command: rwd_time:1
date: 18/10/2018 18:30:25.115	code: Info	text: self.rwd_time(1)
date: 18/10/2018 18:30:25.475	code: Info	text: OK
date: 18/10/2018 18:30:25.490	code: Info	text: Connected by ('127.0.0.1', 2536) --> command: get_pos
date: 18/10/2018 18:30:25.490	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:25.506	code: Info	text: 0.114349365
date: 18/10/2018 18:30:29.046	code: Info	text: Connected by ('127.0.0.1', 2544) --> command: ping
date: 18/10/2018 18:30:29.046	code: Info	text: self.ping()
date: 18/10/2018 18:30:29.062	code: Info	text: 0.114349365
date: 18/10/2018 18:30:34.422	code: Info	text: Connected by ('127.0.0.1', 2548) --> command: rwd_time:1
date: 18/10/2018 18:30:34.422	code: Info	text: self.rwd_time(1)
date: 18/10/2018 18:30:34.750	code: Info	text: OK
date: 18/10/2018 18:30:34.766	code: Info	text: Connected by ('127.0.0.1', 2549) --> command: get_pos
date: 18/10/2018 18:30:34.766	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:34.766	code: Info	text: 0.114151001
date: 18/10/2018 18:30:42.658	code: Info	text: Connected by ('127.0.0.1', 2555) --> command: rwd_time:1
date: 18/10/2018 18:30:42.658	code: Info	text: self.rwd_time(1)
date: 18/10/2018 18:30:43.002	code: Info	text: OK
date: 18/10/2018 18:30:43.065	code: Info	text: Connected by ('127.0.0.1', 2556) --> command: get_pos
date: 18/10/2018 18:30:43.065	code: Info	text: self.get_pos()
date: 18/10/2018 18:30:43.065	code: Info	text: 0.113952637
date: 18/10/2018 18:30:44.487	code: Info	text: Connected by ('127.0.0.1', 2561) --> command: ping
date: 18/10/2018 18:30:44.487	code: Info	text: self.ping()
date: 18/10/2018 18:30:44.487	code: Info	text: 0.113952637
date: 18/10/2018 18:30:59.912	code: Info	text: Connected by ('127.0.0.1', 2573) --> command: ping
date: 18/10/2018 18:30:59.912	code: Info	text: self.ping()
date: 18/10/2018 18:30:59.912	code: Info	text: 0.113952637
date: 18/10/2018 18:31:14.946	code: Info	text: Connected by ('127.0.0.1', 2578) --> command: ping
date: 18/10/2018 18:31:14.946	code: Info	text: self.ping()
date: 18/10/2018 18:31:14.946	code: Info	text: 0.113952637
date: 18/10/2018 18:31:29.980	code: Info	text: Connected by ('127.0.0.1', 2584) --> command: ping
date: 18/10/2018 18:31:29.980	code: Info	text: self.ping()
date: 18/10/2018 18:31:29.980	code: Info	text: 0.113952637
date: 18/10/2018 18:31:45.014	code: Info	text: Connected by ('127.0.0.1', 2589) --> command: ping
date: 18/10/2018 18:31:45.014	code: Info	text: self.ping()
date: 18/10/2018 18:31:45.014	code: Info	text: 0.113952637
date: 18/10/2018 18:32:00.111	code: Info	text: Connected by ('127.0.0.1', 2594) --> command: ping
date: 18/10/2018 18:32:00.111	code: Info	text: self.ping()
date: 18/10/2018 18:32:00.111	code: Info	text: 0.113952637
date: 18/10/2018 18:32:15.145	code: Info	text: Connected by ('127.0.0.1', 2599) --> command: ping
date: 18/10/2018 18:32:15.145	code: Info	text: self.ping()
date: 18/10/2018 18:32:15.145	code: Info	text: 0.113952637
date: 18/10/2018 18:32:30.180	code: Info	text: Connected by ('127.0.0.1', 2605) --> command: ping
date: 18/10/2018 18:32:30.180	code: Info	text: self.ping()
date: 18/10/2018 18:32:30.180	code: Info	text: 0.113952637
date: 18/10/2018 18:32:45.214	code: Info	text: Connected by ('127.0.0.1', 2612) --> command: ping
date: 18/10/2018 18:32:45.214	code: Info	text: self.ping()
date: 18/10/2018 18:32:45.214	code: Info	text: 0.113952637
date: 18/10/2018 18:33:00.670	code: Info	text: Connected by ('127.0.0.1', 2619) --> command: ping
date: 18/10/2018 18:33:00.670	code: Info	text: self.ping()
date: 18/10/2018 18:33:00.670	code: Info	text: 0.113952637
date: 18/10/2018 18:33:09.156	code: Info	text: Connected by ('127.0.0.1', 2628) --> command: fwd_time:1
date: 18/10/2018 18:33:09.156	code: Info	text: self.fwd_time(1)
date: 18/10/2018 18:33:09.625	code: Info	text: OK
date: 18/10/2018 18:33:09.625	code: Info	text: Connected by ('127.0.0.1', 2629) --> command: get_pos
date: 18/10/2018 18:33:09.625	code: Info	text: self.get_pos()
date: 18/10/2018 18:33:09.641	code: Info	text: 0.114151001
date: 18/10/2018 18:33:15.861	code: Info	text: Connected by ('127.0.0.1', 2637) --> command: ping
date: 18/10/2018 18:33:15.861	code: Info	text: self.ping()
date: 18/10/2018 18:33:15.861	code: Info	text: 0.114151001
date: 18/10/2018 18:33:17.564	code: Info	text: Connected by ('127.0.0.1', 2640) --> command: fwd_time:1
date: 18/10/2018 18:33:17.564	code: Info	text: self.fwd_time(1)
date: 18/10/2018 18:33:17.892	code: Info	text: OK
date: 18/10/2018 18:33:17.908	code: Info	text: Connected by ('127.0.0.1', 2641) --> command: get_pos
date: 18/10/2018 18:33:17.908	code: Info	text: self.get_pos()
date: 18/10/2018 18:33:17.908	code: Info	text: 0.114334106
date: 18/10/2018 18:33:27.675	code: Info	text: Connected by ('127.0.0.1', 2648) --> command: fwd_time:1
