
date: 18/10/2018 18:23:18.265	code: Info	text: Focus Server started at port 3340....
date: 18/10/2018 18:33:27.675	code: Info	text: self.fwd_time(1)
date: 18/10/2018 18:33:28.019	code: Info	text: OK
date: 18/10/2018 18:33:28.035	code: Info	text: Connected by ('127.0.0.1', 2649) --> command: get_pos
date: 18/10/2018 18:33:28.035	code: Info	text: self.get_pos()
date: 18/10/2018 18:33:28.035	code: Info	text: 0.114547729
date: 18/10/2018 18:33:30.895	code: Info	text: Connected by ('127.0.0.1', 2656) --> command: ping
date: 18/10/2018 18:33:30.895	code: Info	text: self.ping()
date: 18/10/2018 18:33:30.895	code: Info	text: 0.114547729
date: 18/10/2018 18:33:45.945	code: Info	text: Connected by ('127.0.0.1', 2666) --> command: ping
date: 18/10/2018 18:33:45.945	code: Info	text: self.ping()
date: 18/10/2018 18:33:45.945	code: Info	text: 0.114547729
date: 18/10/2018 18:34:00.963	code: Info	text: Connected by ('127.0.0.1', 2671) --> command: ping
date: 18/10/2018 18:34:00.979	code: Info	text: self.ping()
date: 18/10/2018 18:34:00.979	code: Info	text: 0.114547729
date: 18/10/2018 18:34:15.997	code: Info	text: Connected by ('127.0.0.1', 2676) --> command: ping
date: 18/10/2018 18:34:15.997	code: Info	text: self.ping()
date: 18/10/2018 18:34:15.997	code: Info	text: 0.114547729
date: 18/10/2018 18:34:31.032	code: Info	text: Connected by ('127.0.0.1', 2682) --> command: ping
date: 18/10/2018 18:34:31.032	code: Info	text: self.ping()
date: 18/10/2018 18:34:31.032	code: Info	text: 0.114547729
date: 18/10/2018 18:34:46.066	code: Info	text: Connected by ('127.0.0.1', 2687) --> command: ping
date: 18/10/2018 18:34:46.066	code: Info	text: self.ping()
date: 18/10/2018 18:34:46.066	code: Info	text: 0.114547729
date: 18/10/2018 18:35:01.100	code: Info	text: Connected by ('127.0.0.1', 2692) --> command: ping
date: 18/10/2018 18:35:01.100	code: Info	text: self.ping()
date: 18/10/2018 18:35:01.100	code: Info	text: 0.114547729
date: 18/10/2018 18:35:16.134	code: Info	text: Connected by ('127.0.0.1', 2697) --> command: ping
date: 18/10/2018 18:35:16.134	code: Info	text: self.ping()
date: 18/10/2018 18:35:16.134	code: Info	text: 0.114547729
date: 18/10/2018 18:35:31.169	code: Info	text: Connected by ('127.0.0.1', 2703) --> command: ping
date: 18/10/2018 18:35:31.169	code: Info	text: self.ping()
date: 18/10/2018 18:35:31.169	code: Info	text: 0.114547729
date: 18/10/2018 18:35:46.281	code: Info	text: Connected by ('127.0.0.1', 2708) --> command: ping
date: 18/10/2018 18:35:46.281	code: Info	text: self.ping()
date: 18/10/2018 18:35:46.297	code: Info	text: 0.114547729
date: 18/10/2018 18:36:01.315	code: Info	text: Connected by ('127.0.0.1', 2713) --> command: ping
date: 18/10/2018 18:36:01.315	code: Info	text: self.ping()
date: 18/10/2018 18:36:01.315	code: Info	text: 0.114547729
date: 18/10/2018 18:36:16.349	code: Info	text: Connected by ('127.0.0.1', 2718) --> command: ping
date: 18/10/2018 18:36:16.349	code: Info	text: self.ping()
date: 18/10/2018 18:36:16.349	code: Info	text: 0.114547729
date: 18/10/2018 18:36:31.602	code: Info	text: Connected by ('127.0.0.1', 2726) --> command: ping
date: 18/10/2018 18:36:31.602	code: Info	text: self.ping()
date: 18/10/2018 18:36:31.602	code: Info	text: 0.114547729
date: 18/10/2018 18:37:16.674	code: Info	text: Connected by ('127.0.0.1', 2736) --> command: ping
date: 18/10/2018 18:37:16.674	code: Info	text: self.ping()
date: 18/10/2018 18:37:16.674	code: Info	text: 0.114547729
date: 18/10/2018 18:38:01.714	code: Info	text: Connected by ('127.0.0.1', 2744) --> command: ping
date: 18/10/2018 18:38:01.714	code: Info	text: self.ping()
date: 18/10/2018 18:38:01.714	code: Info	text: 0.114547729
date: 18/10/2018 18:38:46.754	code: Info	text: Connected by ('127.0.0.1', 2759) --> command: ping
date: 18/10/2018 18:38:46.754	code: Info	text: self.ping()
date: 18/10/2018 18:38:46.754	code: Info	text: 0.114547729
date: 18/10/2018 18:38:51.849	code: Info	text: Connected by ('127.0.0.1', 2765) --> command: shutdown
date: 18/10/2018 18:38:51.849	code: Info	text: Closing server....
