
date: 10/09/2018 07:44:24.224	code: Info	text: Focus Server started at port 3340....
date: 10/09/2018 07:44:35.757	code: Info	text: Connected by ('127.0.0.1', 4565) --> command: ping
date: 10/09/2018 07:44:35.757	code: Info	text: self.ping()
date: 10/09/2018 07:44:35.757	code: Info	text: 0
date: 10/09/2018 07:44:51.915	code: Info	text: Connected by ('127.0.0.1', 4570) --> command: ping
date: 10/09/2018 07:44:51.915	code: Info	text: self.ping()
date: 10/09/2018 07:44:51.915	code: Info	text: 0
date: 10/09/2018 07:45:08.011	code: Info	text: Connected by ('127.0.0.1', 4575) --> command: ping
date: 10/09/2018 07:45:08.011	code: Info	text: self.ping()
date: 10/09/2018 07:45:08.011	code: Info	text: 0
date: 10/09/2018 07:45:23.044	code: Info	text: Connected by ('127.0.0.1', 4580) --> command: ping
date: 10/09/2018 07:45:23.044	code: Info	text: self.ping()
date: 10/09/2018 07:45:23.044	code: Info	text: 0
date: 10/09/2018 07:45:38.077	code: Info	text: Connected by ('127.0.0.1', 4586) --> command: ping
date: 10/09/2018 07:45:38.077	code: Info	text: self.ping()
date: 10/09/2018 07:45:38.077	code: Info	text: 0
date: 10/09/2018 07:45:53.029	code: Info	text: Connected by ('127.0.0.1', 4592) --> command: ping
date: 10/09/2018 07:45:53.029	code: Info	text: self.ping()
date: 10/09/2018 07:45:53.029	code: Info	text: 0
date: 10/09/2018 07:46:08.062	code: Info	text: Connected by ('127.0.0.1', 4598) --> command: ping
date: 10/09/2018 07:46:08.062	code: Info	text: self.ping()
date: 10/09/2018 07:46:08.062	code: Info	text: 0
date: 10/09/2018 07:46:23.095	code: Info	text: Connected by ('127.0.0.1', 4603) --> command: ping
date: 10/09/2018 07:46:23.095	code: Info	text: self.ping()
date: 10/09/2018 07:46:23.111	code: Info	text: 0
date: 10/09/2018 07:46:38.144	code: Info	text: Connected by ('127.0.0.1', 4609) --> command: ping
date: 10/09/2018 07:46:38.144	code: Info	text: self.ping()
date: 10/09/2018 07:46:38.144	code: Info	text: 0
date: 10/09/2018 07:46:53.177	code: Info	text: Connected by ('127.0.0.1', 4614) --> command: ping
date: 10/09/2018 07:46:53.177	code: Info	text: self.ping()
date: 10/09/2018 07:46:53.177	code: Info	text: 0
date: 10/09/2018 07:47:08.210	code: Info	text: Connected by ('127.0.0.1', 4620) --> command: ping
date: 10/09/2018 07:47:08.210	code: Info	text: self.ping()
date: 10/09/2018 07:47:08.210	code: Info	text: 0
date: 10/09/2018 07:49:05.896	code: Info	text: Connected by ('127.0.0.1', 4640) --> command: ping
date: 10/09/2018 07:49:05.896	code: Info	text: self.ping()
date: 10/09/2018 07:49:05.896	code: Info	text: 0
date: 10/09/2018 07:49:20.929	code: Info	text: Connected by ('127.0.0.1', 4645) --> command: ping
date: 10/09/2018 07:49:20.929	code: Info	text: self.ping()
date: 10/09/2018 07:49:20.929	code: Info	text: 0
date: 10/09/2018 07:49:35.978	code: Info	text: Connected by ('127.0.0.1', 4651) --> command: ping
date: 10/09/2018 07:49:35.978	code: Info	text: self.ping()
date: 10/09/2018 07:49:35.978	code: Info	text: 0
date: 10/09/2018 07:49:51.558	code: Info	text: Connected by ('127.0.0.1', 4657) --> command: ping
date: 10/09/2018 07:49:51.558	code: Info	text: self.ping()
date: 10/09/2018 07:49:51.558	code: Info	text: 0
date: 10/09/2018 07:50:30.344	code: Info	text: Connected by ('127.0.0.1', 4665) --> command: ping
date: 10/09/2018 07:50:30.344	code: Info	text: self.ping()
date: 10/09/2018 07:50:30.344	code: Info	text: 0
date: 10/09/2018 07:50:45.392	code: Info	text: Connected by ('127.0.0.1', 4678) --> command: ping
date: 10/09/2018 07:50:45.392	code: Info	text: self.ping()
date: 10/09/2018 07:50:45.392	code: Info	text: 0
date: 10/09/2018 07:51:00.441	code: Info	text: Connected by ('127.0.0.1', 4693) --> command: ping
date: 10/09/2018 07:51:00.441	code: Info	text: self.ping()
date: 10/09/2018 07:51:00.441	code: Info	text: 0
date: 10/09/2018 07:51:15.474	code: Info	text: Connected by ('127.0.0.1', 4701) --> command: ping
date: 10/09/2018 07:51:15.474	code: Info	text: self.ping()
date: 10/09/2018 07:51:15.474	code: Info	text: 0
date: 10/09/2018 07:51:30.507	code: Info	text: Connected by ('127.0.0.1', 4707) --> command: ping
date: 10/09/2018 07:51:30.507	code: Info	text: self.ping()
date: 10/09/2018 07:51:30.507	code: Info	text: 0
date: 10/09/2018 07:51:45.540	code: Info	text: Connected by ('127.0.0.1', 4712) --> command: ping
date: 10/09/2018 07:51:45.540	code: Info	text: self.ping()
date: 10/09/2018 07:51:45.540	code: Info	text: 0
date: 10/09/2018 07:52:00.573	code: Info	text: Connected by ('127.0.0.1', 4717) --> command: ping
date: 10/09/2018 07:52:00.573	code: Info	text: self.ping()
date: 10/09/2018 07:52:00.573	code: Info	text: 0
date: 10/09/2018 07:52:15.607	code: Info	text: Connected by ('127.0.0.1', 4722) --> command: ping
date: 10/09/2018 07:52:15.607	code: Info	text: self.ping()
date: 10/09/2018 07:52:15.607	code: Info	text: 0
date: 10/09/2018 07:52:30.655	code: Info	text: Connected by ('127.0.0.1', 4728) --> command: ping
date: 10/09/2018 07:52:30.655	code: Info	text: self.ping()
date: 10/09/2018 07:52:30.655	code: Info	text: 0
date: 10/09/2018 07:52:45.688	code: Info	text: Connected by ('127.0.0.1', 4733) --> command: ping
date: 10/09/2018 07:52:45.688	code: Info	text: self.ping()
date: 10/09/2018 07:52:45.688	code: Info	text: 0
date: 10/09/2018 07:53:00.721	code: Info	text: Connected by ('127.0.0.1', 4738) --> command: ping
date: 10/09/2018 07:53:00.721	code: Info	text: self.ping()
date: 10/09/2018 07:53:00.721	code: Info	text: 0
date: 10/09/2018 07:53:15.754	code: Info	text: Connected by ('127.0.0.1', 4743) --> command: ping
date: 10/09/2018 07:53:15.754	code: Info	text: self.ping()
date: 10/09/2018 07:53:15.754	code: Info	text: 0
date: 10/09/2018 07:53:30.834	code: Info	text: Connected by ('127.0.0.1', 4749) --> command: ping
date: 10/09/2018 07:53:30.834	code: Info	text: self.ping()
date: 10/09/2018 07:53:30.834	code: Info	text: 0
date: 10/09/2018 07:53:45.883	code: Info	text: Connected by ('127.0.0.1', 4754) --> command: ping
