
date: 08/10/2018 07:32:55.641	code: Info	text: Focus Server started at port 3340....
date: 08/10/2018 07:33:06.268	code: Info	text: Connected by ('127.0.0.1', 2886) --> command: ping
date: 08/10/2018 07:33:06.268	code: Info	text: self.ping()
date: 08/10/2018 07:33:06.268	code: Info	text: 0
date: 08/10/2018 07:33:22.942	code: Info	text: Connected by ('127.0.0.1', 2892) --> command: ping
date: 08/10/2018 07:33:22.942	code: Info	text: self.ping()
date: 08/10/2018 07:33:22.942	code: Info	text: 0
date: 08/10/2018 07:33:38.490	code: Info	text: Connected by ('127.0.0.1', 2902) --> command: ping
date: 08/10/2018 07:33:38.506	code: Info	text: self.ping()
date: 08/10/2018 07:33:38.506	code: Info	text: 0
date: 08/10/2018 07:34:23.574	code: Info	text: Connected by ('127.0.0.1', 2915) --> command: ping
date: 08/10/2018 07:34:23.574	code: Info	text: self.ping()
date: 08/10/2018 07:34:23.574	code: Info	text: 0
date: 08/10/2018 07:35:08.626	code: Info	text: Connected by ('127.0.0.1', 2929) --> command: ping
date: 08/10/2018 07:35:08.626	code: Info	text: self.ping()
date: 08/10/2018 07:35:08.626	code: Info	text: 0
date: 08/10/2018 07:35:24.628	code: Info	text: Connected by ('127.0.0.1', 2937) --> command: ping
date: 08/10/2018 07:35:24.628	code: Info	text: self.ping()
date: 08/10/2018 07:35:24.628	code: Info	text: 0
date: 08/10/2018 07:35:40.614	code: Info	text: Connected by ('127.0.0.1', 2945) --> command: ping
date: 08/10/2018 07:35:40.614	code: Info	text: self.ping()
date: 08/10/2018 07:35:40.614	code: Info	text: 0
date: 08/10/2018 07:36:25.776	code: Info	text: Connected by ('127.0.0.1', 2956) --> command: ping
date: 08/10/2018 07:36:25.776	code: Info	text: self.ping()
date: 08/10/2018 07:36:25.776	code: Info	text: 0
date: 08/10/2018 07:37:01.812	code: Info	text: Connected by ('127.0.0.1', 2963) --> command: ping
date: 08/10/2018 07:37:01.812	code: Info	text: self.ping()
date: 08/10/2018 07:37:01.812	code: Info	text: 0
date: 08/10/2018 07:37:47.288	code: Info	text: Connected by ('127.0.0.1', 2971) --> command: ping
date: 08/10/2018 07:37:47.288	code: Info	text: self.ping()
date: 08/10/2018 07:37:47.288	code: Info	text: 0
date: 08/10/2018 07:38:02.321	code: Info	text: Connected by ('127.0.0.1', 2986) --> command: ping
date: 08/10/2018 07:38:02.321	code: Info	text: self.ping()
date: 08/10/2018 07:38:02.321	code: Info	text: 0
date: 08/10/2018 07:38:18.011	code: Info	text: Connected by ('127.0.0.1', 3003) --> command: ping
date: 08/10/2018 07:38:18.011	code: Info	text: self.ping()
date: 08/10/2018 07:38:18.011	code: Info	text: 0
date: 08/10/2018 07:38:34.435	code: Info	text: Connected by ('127.0.0.1', 3020) --> command: ping
date: 08/10/2018 07:38:34.435	code: Info	text: self.ping()
date: 08/10/2018 07:38:34.435	code: Info	text: 0
date: 08/10/2018 07:38:50.390	code: Info	text: Connected by ('127.0.0.1', 3037) --> command: ping
date: 08/10/2018 07:38:50.390	code: Info	text: self.ping()
date: 08/10/2018 07:38:50.390	code: Info	text: 0
date: 08/10/2018 07:39:05.439	code: Info	text: Connected by ('127.0.0.1', 3055) --> command: ping
date: 08/10/2018 07:39:05.455	code: Info	text: self.ping()
date: 08/10/2018 07:39:05.455	code: Info	text: 0
date: 08/10/2018 07:39:20.382	code: Info	text: Connected by ('127.0.0.1', 3066) --> command: ping
date: 08/10/2018 07:39:20.382	code: Info	text: self.ping()
date: 08/10/2018 07:39:20.382	code: Info	text: 0
date: 08/10/2018 07:39:51.026	code: Info	text: Connected by ('127.0.0.1', 3076) --> command: ping
date: 08/10/2018 07:39:51.026	code: Info	text: self.ping()
date: 08/10/2018 07:39:51.042	code: Info	text: 0
date: 08/10/2018 07:40:36.080	code: Info	text: Connected by ('127.0.0.1', 3093) --> command: ping
date: 08/10/2018 07:40:36.080	code: Info	text: self.ping()
date: 08/10/2018 07:40:36.080	code: Info	text: 0
date: 08/10/2018 07:40:44.643	code: Info	text: Connected by ('127.0.0.1', 3100) --> command: shutdown
date: 08/10/2018 07:40:44.643	code: Info	text: Closing server....
