
date: 18/09/2018 07:25:42.435	code: Info	text: Focus Server started at port 3340....
date: 18/09/2018 07:33:54.354	code: Info	text: 0.115219116
date: 18/09/2018 07:34:09.387	code: Info	text: Connected by ('127.0.0.1', 4363) --> command: ping
date: 18/09/2018 07:34:09.387	code: Info	text: self.ping()
date: 18/09/2018 07:34:09.387	code: Info	text: 0.115219116
date: 18/09/2018 07:34:24.420	code: Info	text: Connected by ('127.0.0.1', 4368) --> command: ping
date: 18/09/2018 07:34:24.420	code: Info	text: self.ping()
date: 18/09/2018 07:34:24.420	code: Info	text: 0.115219116
date: 18/09/2018 07:34:39.453	code: Info	text: Connected by ('127.0.0.1', 4373) --> command: ping
date: 18/09/2018 07:34:39.453	code: Info	text: self.ping()
date: 18/09/2018 07:34:39.453	code: Info	text: 0.115219116
date: 18/09/2018 07:34:54.486	code: Info	text: Connected by ('127.0.0.1', 4379) --> command: ping
date: 18/09/2018 07:34:54.486	code: Info	text: self.ping()
date: 18/09/2018 07:34:54.486	code: Info	text: 0.115219116
date: 18/09/2018 07:35:09.520	code: Info	text: Connected by ('127.0.0.1', 4384) --> command: ping
date: 18/09/2018 07:35:09.535	code: Info	text: self.ping()
date: 18/09/2018 07:35:09.535	code: Info	text: 0.115219116
date: 18/09/2018 07:35:24.459	code: Info	text: Connected by ('127.0.0.1', 4390) --> command: ping
date: 18/09/2018 07:35:24.459	code: Info	text: self.ping()
date: 18/09/2018 07:35:24.475	code: Info	text: 0.115219116
date: 18/09/2018 07:35:39.508	code: Info	text: Connected by ('127.0.0.1', 4395) --> command: ping
date: 18/09/2018 07:35:39.508	code: Info	text: self.ping()
date: 18/09/2018 07:35:39.508	code: Info	text: 0.115219116
date: 18/09/2018 07:35:54.541	code: Info	text: Connected by ('127.0.0.1', 4401) --> command: ping
date: 18/09/2018 07:35:54.541	code: Info	text: self.ping()
date: 18/09/2018 07:35:54.541	code: Info	text: 0.115219116
date: 18/09/2018 07:36:09.574	code: Info	text: Connected by ('127.0.0.1', 4406) --> command: ping
date: 18/09/2018 07:36:09.574	code: Info	text: self.ping()
date: 18/09/2018 07:36:09.574	code: Info	text: 0.115219116
date: 18/09/2018 07:36:24.607	code: Info	text: Connected by ('127.0.0.1', 4411) --> command: ping
date: 18/09/2018 07:36:24.607	code: Info	text: self.ping()
date: 18/09/2018 07:36:24.607	code: Info	text: 0.115219116
date: 18/09/2018 07:36:39.640	code: Info	text: Connected by ('127.0.0.1', 4416) --> command: ping
date: 18/09/2018 07:36:39.640	code: Info	text: self.ping()
date: 18/09/2018 07:36:39.640	code: Info	text: 0.115219116
date: 18/09/2018 07:36:54.673	code: Info	text: Connected by ('127.0.0.1', 4422) --> command: ping
date: 18/09/2018 07:36:54.673	code: Info	text: self.ping()
date: 18/09/2018 07:36:54.673	code: Info	text: 0.115219116
date: 18/09/2018 07:37:09.706	code: Info	text: Connected by ('127.0.0.1', 4427) --> command: ping
date: 18/09/2018 07:37:09.706	code: Info	text: self.ping()
date: 18/09/2018 07:37:09.706	code: Info	text: 0.115219116
date: 18/09/2018 07:37:24.739	code: Info	text: Connected by ('127.0.0.1', 4432) --> command: ping
date: 18/09/2018 07:37:24.739	code: Info	text: self.ping()
date: 18/09/2018 07:37:24.739	code: Info	text: 0.115219116
date: 18/09/2018 07:37:39.772	code: Info	text: Connected by ('127.0.0.1', 4437) --> command: ping
date: 18/09/2018 07:37:39.772	code: Info	text: self.ping()
date: 18/09/2018 07:37:39.772	code: Info	text: 0.115219116
date: 18/09/2018 07:37:54.805	code: Info	text: Connected by ('127.0.0.1', 4443) --> command: ping
date: 18/09/2018 07:37:54.805	code: Info	text: self.ping()
date: 18/09/2018 07:37:54.821	code: Info	text: 0.115219116
date: 18/09/2018 07:38:09.870	code: Info	text: Connected by ('127.0.0.1', 4448) --> command: ping
date: 18/09/2018 07:38:09.870	code: Info	text: self.ping()
date: 18/09/2018 07:38:09.870	code: Info	text: 0.115219116
date: 18/09/2018 07:38:24.903	code: Info	text: Connected by ('127.0.0.1', 4453) --> command: ping
date: 18/09/2018 07:38:24.903	code: Info	text: self.ping()
date: 18/09/2018 07:38:24.903	code: Info	text: 0.115219116
date: 18/09/2018 07:38:39.936	code: Info	text: Connected by ('127.0.0.1', 4458) --> command: ping
date: 18/09/2018 07:38:39.936	code: Info	text: self.ping()
date: 18/09/2018 07:38:39.936	code: Info	text: 0.115219116
date: 18/09/2018 07:38:54.969	code: Info	text: Connected by ('127.0.0.1', 4466) --> command: ping
date: 18/09/2018 07:38:54.969	code: Info	text: self.ping()
date: 18/09/2018 07:38:54.969	code: Info	text: 0.115219116
date: 18/09/2018 07:39:10.002	code: Info	text: Connected by ('127.0.0.1', 4471) --> command: ping
date: 18/09/2018 07:39:10.002	code: Info	text: self.ping()
date: 18/09/2018 07:39:10.002	code: Info	text: 0.115219116
date: 18/09/2018 07:39:25.035	code: Info	text: Connected by ('127.0.0.1', 4478) --> command: ping
date: 18/09/2018 07:39:25.035	code: Info	text: self.ping()
date: 18/09/2018 07:39:25.035	code: Info	text: 0.115219116
date: 18/09/2018 07:39:40.068	code: Info	text: Connected by ('127.0.0.1', 4483) --> command: ping
date: 18/09/2018 07:39:40.068	code: Info	text: self.ping()
date: 18/09/2018 07:39:40.068	code: Info	text: 0.115219116
date: 18/09/2018 07:39:55.101	code: Info	text: Connected by ('127.0.0.1', 4489) --> command: ping
date: 18/09/2018 07:39:55.101	code: Info	text: self.ping()
date: 18/09/2018 07:39:55.101	code: Info	text: 0.115219116
date: 18/09/2018 07:40:10.134	code: Info	text: Connected by ('127.0.0.1', 4494) --> command: ping
date: 18/09/2018 07:40:10.134	code: Info	text: self.ping()
date: 18/09/2018 07:40:10.150	code: Info	text: 0.115219116
date: 18/09/2018 07:40:25.199	code: Info	text: Connected by ('127.0.0.1', 4499) --> command: ping
date: 18/09/2018 07:40:25.199	code: Info	text: self.ping()
date: 18/09/2018 07:40:25.199	code: Info	text: 0.115219116
date: 18/09/2018 07:40:40.232	code: Info	text: Connected by ('127.0.0.1', 4504) --> command: ping
date: 18/09/2018 07:40:40.232	code: Info	text: self.ping()
date: 18/09/2018 07:40:40.232	code: Info	text: 0.115219116
date: 18/09/2018 07:40:55.265	code: Info	text: Connected by ('127.0.0.1', 4510) --> command: ping
date: 18/09/2018 07:40:55.265	code: Info	text: self.ping()
date: 18/09/2018 07:40:55.265	code: Info	text: 0.115219116
date: 18/09/2018 07:41:10.298	code: Info	text: Connected by ('127.0.0.1', 4515) --> command: ping
date: 18/09/2018 07:41:10.298	code: Info	text: self.ping()
date: 18/09/2018 07:41:10.298	code: Info	text: 0.115219116
date: 18/09/2018 07:41:25.331	code: Info	text: Connected by ('127.0.0.1', 4520) --> command: ping
date: 18/09/2018 07:41:25.331	code: Info	text: self.ping()
date: 18/09/2018 07:41:25.331	code: Info	text: 0.115219116
date: 18/09/2018 07:41:40.364	code: Info	text: Connected by ('127.0.0.1', 4525) --> command: ping
date: 18/09/2018 07:41:40.364	code: Info	text: self.ping()
date: 18/09/2018 07:41:40.364	code: Info	text: 0.115219116
date: 18/09/2018 07:41:55.397	code: Info	text: Connected by ('127.0.0.1', 4531) --> command: ping
date: 18/09/2018 07:41:55.397	code: Info	text: self.ping()
date: 18/09/2018 07:41:55.397	code: Info	text: 0.115219116
date: 18/09/2018 07:42:10.430	code: Info	text: Connected by ('127.0.0.1', 4536) --> command: ping
date: 18/09/2018 07:42:10.430	code: Info	text: self.ping()
date: 18/09/2018 07:42:10.430	code: Info	text: 0.115219116
date: 18/09/2018 07:42:25.463	code: Info	text: Connected by ('127.0.0.1', 4541) --> command: ping
date: 18/09/2018 07:42:25.463	code: Info	text: self.ping()
date: 18/09/2018 07:42:25.463	code: Info	text: 0.115219116
date: 18/09/2018 07:42:40.496	code: Info	text: Connected by ('127.0.0.1', 4546) --> command: ping
date: 18/09/2018 07:42:40.496	code: Info	text: self.ping()
date: 18/09/2018 07:42:40.496	code: Info	text: 0.115219116
date: 18/09/2018 07:42:55.561	code: Info	text: Connected by ('127.0.0.1', 4552) --> command: ping
date: 18/09/2018 07:42:55.561	code: Info	text: self.ping()
date: 18/09/2018 07:42:55.561	code: Info	text: 0.115219116
date: 18/09/2018 07:43:10.594	code: Info	text: Connected by ('127.0.0.1', 4557) --> command: ping
date: 18/09/2018 07:43:10.594	code: Info	text: self.ping()
date: 18/09/2018 07:43:10.594	code: Info	text: 0.115219116
date: 18/09/2018 07:43:25.627	code: Info	text: Connected by ('127.0.0.1', 4563) --> command: ping
date: 18/09/2018 07:43:25.627	code: Info	text: self.ping()
date: 18/09/2018 07:43:25.627	code: Info	text: 0.115219116
date: 18/09/2018 07:43:40.660	code: Info	text: Connected by ('127.0.0.1', 4568) --> command: ping
date: 18/09/2018 07:43:40.660	code: Info	text: self.ping()
date: 18/09/2018 07:43:40.660	code: Info	text: 0.115219116
date: 18/09/2018 07:43:56.006	code: Info	text: Connected by ('127.0.0.1', 4574) --> command: ping
date: 18/09/2018 07:43:56.006	code: Info	text: self.ping()
date: 18/09/2018 07:43:56.006	code: Info	text: 0.115219116
date: 18/09/2018 07:44:11.039	code: Info	text: Connected by ('127.0.0.1', 4579) --> command: ping
date: 18/09/2018 07:44:11.039	code: Info	text: self.ping()
date: 18/09/2018 07:44:11.039	code: Info	text: 0.115219116
date: 18/09/2018 07:44:26.072	code: Info	text: Connected by ('127.0.0.1', 4584) --> command: ping
date: 18/09/2018 07:44:26.072	code: Info	text: self.ping()
date: 18/09/2018 07:44:26.072	code: Info	text: 0.115219116
date: 18/09/2018 07:45:02.482	code: Info	text: Connected by ('127.0.0.1', 4595) --> command: ping
date: 18/09/2018 07:45:02.482	code: Info	text: self.ping()
date: 18/09/2018 07:45:02.482	code: Info	text: 0.115219116
date: 18/09/2018 07:45:18.405	code: Info	text: Connected by ('127.0.0.1', 4611) --> command: ping
date: 18/09/2018 07:45:18.405	code: Info	text: self.ping()
date: 18/09/2018 07:45:18.405	code: Info	text: 0.115219116
date: 18/09/2018 07:45:33.453	code: Info	text: Connected by ('127.0.0.1', 4618) --> command: ping
date: 18/09/2018 07:45:33.453	code: Info	text: self.ping()
date: 18/09/2018 07:45:33.453	code: Info	text: 0.115219116
date: 18/09/2018 07:45:48.486	code: Info	text: Connected by ('127.0.0.1', 4624) --> command: ping
date: 18/09/2018 07:45:48.486	code: Info	text: self.ping()
date: 18/09/2018 07:45:48.486	code: Info	text: 0.115219116
date: 18/09/2018 07:46:03.519	code: Info	text: Connected by ('127.0.0.1', 4629) --> command: ping
date: 18/09/2018 07:46:03.519	code: Info	text: self.ping()
date: 18/09/2018 07:46:03.519	code: Info	text: 0.115219116
date: 18/09/2018 07:46:18.552	code: Info	text: Connected by ('127.0.0.1', 4634) --> command: ping
date: 18/09/2018 07:46:18.552	code: Info	text: self.ping()
date: 18/09/2018 07:46:18.552	code: Info	text: 0.115219116
date: 18/09/2018 07:46:33.586	code: Info	text: Connected by ('127.0.0.1', 4639) --> command: ping
date: 18/09/2018 07:46:33.586	code: Info	text: self.ping()
date: 18/09/2018 07:46:33.586	code: Info	text: 0.115219116
date: 18/09/2018 07:46:49.791	code: Info	text: Connected by ('127.0.0.1', 4645) --> command: ping
date: 18/09/2018 07:46:49.791	code: Info	text: self.ping()
date: 18/09/2018 07:46:49.791	code: Info	text: 0.115219116
date: 18/09/2018 07:47:06.214	code: Info	text: Connected by ('127.0.0.1', 4650) --> command: ping
date: 18/09/2018 07:47:06.214	code: Info	text: self.ping()
date: 18/09/2018 07:47:06.214	code: Info	text: 0.115219116
date: 18/09/2018 07:47:22.670	code: Info	text: Connected by ('127.0.0.1', 4655) --> command: ping
date: 18/09/2018 07:47:22.670	code: Info	text: self.ping()
date: 18/09/2018 07:47:22.670	code: Info	text: 0.115219116
date: 18/09/2018 07:47:39.344	code: Info	text: Connected by ('127.0.0.1', 4660) --> command: ping
date: 18/09/2018 07:47:39.344	code: Info	text: self.ping()
date: 18/09/2018 07:47:39.344	code: Info	text: 0.115219116
date: 18/09/2018 07:47:55.955	code: Info	text: Connected by ('127.0.0.1', 4666) --> command: ping
date: 18/09/2018 07:47:55.955	code: Info	text: self.ping()
date: 18/09/2018 07:47:55.955	code: Info	text: 0.115219116
date: 18/09/2018 07:48:11.269	code: Info	text: Connected by ('127.0.0.1', 4679) --> command: ping
date: 18/09/2018 07:48:11.269	code: Info	text: self.ping()
date: 18/09/2018 07:48:11.269	code: Info	text: 0.115219116
date: 18/09/2018 07:48:26.302	code: Info	text: Connected by ('127.0.0.1', 4691) --> command: ping
date: 18/09/2018 07:48:26.302	code: Info	text: self.ping()
date: 18/09/2018 07:48:26.302	code: Info	text: 0.115219116
date: 18/09/2018 07:48:41.335	code: Info	text: Connected by ('127.0.0.1', 4696) --> command: ping
date: 18/09/2018 07:48:41.335	code: Info	text: self.ping()
date: 18/09/2018 07:48:41.335	code: Info	text: 0.115219116
date: 18/09/2018 07:48:56.369	code: Info	text: Connected by ('127.0.0.1', 4702) --> command: ping
date: 18/09/2018 07:48:56.369	code: Info	text: self.ping()
date: 18/09/2018 07:48:56.369	code: Info	text: 0.115219116
date: 18/09/2018 07:49:11.402	code: Info	text: Connected by ('127.0.0.1', 4707) --> command: ping
date: 18/09/2018 07:49:11.402	code: Info	text: self.ping()
date: 18/09/2018 07:49:11.402	code: Info	text: 0.115219116
date: 18/09/2018 07:49:26.435	code: Info	text: Connected by ('127.0.0.1', 4712) --> command: ping
date: 18/09/2018 07:49:26.435	code: Info	text: self.ping()
date: 18/09/2018 07:49:26.435	code: Info	text: 0.115219116
date: 18/09/2018 07:49:41.483	code: Info	text: Connected by ('127.0.0.1', 4717) --> command: ping
date: 18/09/2018 07:49:41.483	code: Info	text: self.ping()
date: 18/09/2018 07:49:41.483	code: Info	text: 0.115219116
date: 18/09/2018 07:49:57.985	code: Info	text: Connected by ('127.0.0.1', 4723) --> command: ping
date: 18/09/2018 07:49:57.985	code: Info	text: self.ping()
date: 18/09/2018 07:49:57.985	code: Info	text: 0.115219116
date: 18/09/2018 07:50:14.566	code: Info	text: Connected by ('127.0.0.1', 4728) --> command: ping
date: 18/09/2018 07:50:14.566	code: Info	text: self.ping()
date: 18/09/2018 07:50:14.566	code: Info	text: 0.115219116
date: 18/09/2018 07:50:31.286	code: Info	text: Connected by ('127.0.0.1', 4733) --> command: ping
date: 18/09/2018 07:50:31.286	code: Info	text: self.ping()
date: 18/09/2018 07:50:31.286	code: Info	text: 0.115219116
date: 18/09/2018 07:50:47.960	code: Info	text: Connected by ('127.0.0.1', 4739) --> command: ping
date: 18/09/2018 07:50:47.960	code: Info	text: self.ping()
date: 18/09/2018 07:50:47.960	code: Info	text: 0.115219116
date: 18/09/2018 07:51:04.712	code: Info	text: Connected by ('127.0.0.1', 4746) --> command: ping
date: 18/09/2018 07:51:04.712	code: Info	text: self.ping()
date: 18/09/2018 07:51:04.712	code: Info	text: 0.115219116
date: 18/09/2018 07:51:38.998	code: Info	text: Connected by ('127.0.0.1', 4758) --> command: ping
date: 18/09/2018 07:51:38.998	code: Info	text: self.ping()
date: 18/09/2018 07:51:38.998	code: Info	text: 0.115219116
date: 18/09/2018 07:51:54.375	code: Info	text: Connected by ('127.0.0.1', 4771) --> command: ping
date: 18/09/2018 07:51:54.375	code: Info	text: self.ping()
date: 18/09/2018 07:51:54.375	code: Info	text: 0.115219116
date: 18/09/2018 07:52:09.408	code: Info	text: Connected by ('127.0.0.1', 4776) --> command: ping
date: 18/09/2018 07:52:09.408	code: Info	text: self.ping()
date: 18/09/2018 07:52:09.408	code: Info	text: 0.115219116
date: 18/09/2018 07:52:24.441	code: Info	text: Connected by ('127.0.0.1', 4781) --> command: ping
date: 18/09/2018 07:52:24.441	code: Info	text: self.ping()
date: 18/09/2018 07:52:24.441	code: Info	text: 0.115219116
date: 18/09/2018 07:52:39.474	code: Info	text: Connected by ('127.0.0.1', 4786) --> command: ping
date: 18/09/2018 07:52:39.474	code: Info	text: self.ping()
date: 18/09/2018 07:52:39.474	code: Info	text: 0.115219116
date: 18/09/2018 07:52:54.507	code: Info	text: Connected by ('127.0.0.1', 4792) --> command: ping
date: 18/09/2018 07:52:54.522	code: Info	text: self.ping()
date: 18/09/2018 07:52:54.522	code: Info	text: 0.115219116
date: 18/09/2018 07:53:09.556	code: Info	text: Connected by ('127.0.0.1', 4797) --> command: ping
date: 18/09/2018 07:53:09.556	code: Info	text: self.ping()
date: 18/09/2018 07:53:09.556	code: Info	text: 0.115219116
date: 18/09/2018 07:53:24.589	code: Info	text: Connected by ('127.0.0.1', 4802) --> command: ping
date: 18/09/2018 07:53:24.589	code: Info	text: self.ping()
date: 18/09/2018 07:53:24.589	code: Info	text: 0.115219116
date: 18/09/2018 07:53:39.856	code: Info	text: Connected by ('127.0.0.1', 4807) --> command: ping
date: 18/09/2018 07:53:39.856	code: Info	text: self.ping()
date: 18/09/2018 07:53:39.856	code: Info	text: 0.115219116
date: 18/09/2018 07:53:56.155	code: Info	text: Connected by ('127.0.0.1', 4813) --> command: ping
date: 18/09/2018 07:53:56.155	code: Info	text: self.ping()
date: 18/09/2018 07:53:56.155	code: Info	text: 0.115219116
date: 18/09/2018 07:54:12.094	code: Info	text: Connected by ('127.0.0.1', 4818) --> command: ping
date: 18/09/2018 07:54:12.094	code: Info	text: self.ping()
date: 18/09/2018 07:54:12.094	code: Info	text: 0.115219116
date: 18/09/2018 07:54:28.440	code: Info	text: Connected by ('127.0.0.1', 4825) --> command: ping
date: 18/09/2018 07:54:28.440	code: Info	text: self.ping()
date: 18/09/2018 07:54:28.440	code: Info	text: 0.115219116
date: 18/09/2018 07:54:44.958	code: Info	text: Connected by ('127.0.0.1', 4831) --> command: ping
date: 18/09/2018 07:54:44.958	code: Info	text: self.ping()
date: 18/09/2018 07:54:44.958	code: Info	text: 0.115219116
date: 18/09/2018 07:55:00.382	code: Info	text: Connected by ('127.0.0.1', 4847) --> command: ping
date: 18/09/2018 07:55:00.382	code: Info	text: self.ping()
date: 18/09/2018 07:55:00.382	code: Info	text: 0.115219116
date: 18/09/2018 07:55:45.378	code: Info	text: Connected by ('127.0.0.1', 4858) --> command: ping
date: 18/09/2018 07:55:45.378	code: Info	text: self.ping()
