
date: 20/10/2018 22:12:02.951	code: Info	text: Focus Server started at port 3340....
date: 20/10/2018 22:25:18.486	code: Info	text: Connected by ('127.0.0.1', 3924) --> command: ping
date: 20/10/2018 22:25:18.486	code: Info	text: self.ping()
date: 20/10/2018 22:25:18.486	code: Info	text: 0.114547729
date: 20/10/2018 22:25:33.520	code: Info	text: Connected by ('127.0.0.1', 3929) --> command: ping
date: 20/10/2018 22:25:33.520	code: Info	text: self.ping()
date: 20/10/2018 22:25:33.520	code: Info	text: 0.114547729
date: 20/10/2018 22:25:49.961	code: Info	text: Connected by ('127.0.0.1', 3941) --> command: ping
date: 20/10/2018 22:25:49.961	code: Info	text: self.ping()
date: 20/10/2018 22:25:49.961	code: Info	text: 0.114547729
date: 20/10/2018 22:26:07.308	code: Info	text: Connected by ('127.0.0.1', 3958) --> command: ping
date: 20/10/2018 22:26:07.308	code: Info	text: self.ping()
date: 20/10/2018 22:26:07.308	code: Info	text: 0.114547729
date: 20/10/2018 22:26:22.342	code: Info	text: Connected by ('127.0.0.1', 3978) --> command: ping
date: 20/10/2018 22:26:22.342	code: Info	text: self.ping()
date: 20/10/2018 22:26:22.342	code: Info	text: 0.114547729
date: 20/10/2018 22:26:37.376	code: Info	text: Connected by ('127.0.0.1', 3995) --> command: ping
date: 20/10/2018 22:26:37.376	code: Info	text: self.ping()
date: 20/10/2018 22:26:37.376	code: Info	text: 0.114547729
date: 20/10/2018 22:26:52.848	code: Info	text: Connected by ('127.0.0.1', 4025) --> command: ping
date: 20/10/2018 22:26:52.848	code: Info	text: self.ping()
date: 20/10/2018 22:26:52.848	code: Info	text: 0.114547729
date: 20/10/2018 22:27:09.602	code: Info	text: Connected by ('127.0.0.1', 4045) --> command: ping
date: 20/10/2018 22:27:09.602	code: Info	text: self.ping()
date: 20/10/2018 22:27:09.602	code: Info	text: 0.114547729
date: 20/10/2018 22:27:24.651	code: Info	text: Connected by ('127.0.0.1', 4062) --> command: ping
date: 20/10/2018 22:27:24.651	code: Info	text: self.ping()
date: 20/10/2018 22:27:24.651	code: Info	text: 0.114547729
date: 20/10/2018 22:27:39.686	code: Info	text: Connected by ('127.0.0.1', 4068) --> command: ping
date: 20/10/2018 22:27:39.686	code: Info	text: self.ping()
date: 20/10/2018 22:27:39.686	code: Info	text: 0.114547729
date: 20/10/2018 22:27:54.720	code: Info	text: Connected by ('127.0.0.1', 4076) --> command: ping
date: 20/10/2018 22:27:54.720	code: Info	text: self.ping()
date: 20/10/2018 22:27:54.720	code: Info	text: 0.114547729
date: 20/10/2018 22:28:09.754	code: Info	text: Connected by ('127.0.0.1', 4082) --> command: ping
date: 20/10/2018 22:28:09.754	code: Info	text: self.ping()
date: 20/10/2018 22:28:09.754	code: Info	text: 0.114547729
date: 20/10/2018 22:28:24.788	code: Info	text: Connected by ('127.0.0.1', 4090) --> command: ping
date: 20/10/2018 22:28:24.788	code: Info	text: self.ping()
date: 20/10/2018 22:28:24.788	code: Info	text: 0.114547729
date: 20/10/2018 22:28:39.823	code: Info	text: Connected by ('127.0.0.1', 4095) --> command: ping
date: 20/10/2018 22:28:39.823	code: Info	text: self.ping()
date: 20/10/2018 22:28:39.823	code: Info	text: 0.114547729
date: 20/10/2018 22:28:54.857	code: Info	text: Connected by ('127.0.0.1', 4103) --> command: ping
date: 20/10/2018 22:28:54.857	code: Info	text: self.ping()
date: 20/10/2018 22:28:54.857	code: Info	text: 0.114547729
date: 20/10/2018 22:29:09.891	code: Info	text: Connected by ('127.0.0.1', 4109) --> command: ping
date: 20/10/2018 22:29:09.891	code: Info	text: self.ping()
date: 20/10/2018 22:29:09.891	code: Info	text: 0.114547729
date: 20/10/2018 22:29:24.910	code: Info	text: Connected by ('127.0.0.1', 4117) --> command: ping
date: 20/10/2018 22:29:24.925	code: Info	text: self.ping()
date: 20/10/2018 22:29:24.925	code: Info	text: 0.114547729
date: 20/10/2018 22:29:39.960	code: Info	text: Connected by ('127.0.0.1', 4122) --> command: ping
date: 20/10/2018 22:29:39.960	code: Info	text: self.ping()
date: 20/10/2018 22:29:39.960	code: Info	text: 0.114547729
date: 20/10/2018 22:29:54.978	code: Info	text: Connected by ('127.0.0.1', 4130) --> command: ping
date: 20/10/2018 22:29:54.978	code: Info	text: self.ping()
date: 20/10/2018 22:29:54.994	code: Info	text: 0.114547729
date: 20/10/2018 22:30:10.044	code: Info	text: Connected by ('127.0.0.1', 4136) --> command: ping
date: 20/10/2018 22:30:10.044	code: Info	text: self.ping()
date: 20/10/2018 22:30:10.044	code: Info	text: 0.114547729
date: 20/10/2018 22:30:25.094	code: Info	text: Connected by ('127.0.0.1', 4144) --> command: ping
date: 20/10/2018 22:30:25.094	code: Info	text: self.ping()
date: 20/10/2018 22:30:25.094	code: Info	text: 0.114547729
date: 20/10/2018 22:30:40.128	code: Info	text: Connected by ('127.0.0.1', 4149) --> command: ping
date: 20/10/2018 22:30:40.128	code: Info	text: self.ping()
date: 20/10/2018 22:30:40.128	code: Info	text: 0.114547729
date: 20/10/2018 22:30:55.162	code: Info	text: Connected by ('127.0.0.1', 4156) --> command: ping
date: 20/10/2018 22:30:55.162	code: Info	text: self.ping()
date: 20/10/2018 22:30:55.162	code: Info	text: 0.114547729
date: 20/10/2018 22:31:10.196	code: Info	text: Connected by ('127.0.0.1', 4163) --> command: ping
date: 20/10/2018 22:31:10.196	code: Info	text: self.ping()
date: 20/10/2018 22:31:10.196	code: Info	text: 0.114547729
date: 20/10/2018 22:31:25.230	code: Info	text: Connected by ('127.0.0.1', 4168) --> command: ping
date: 20/10/2018 22:31:25.230	code: Info	text: self.ping()
date: 20/10/2018 22:31:25.230	code: Info	text: 0.114547729
date: 20/10/2018 22:31:40.265	code: Info	text: Connected by ('127.0.0.1', 4176) --> command: ping
date: 20/10/2018 22:31:40.265	code: Info	text: self.ping()
date: 20/10/2018 22:31:40.265	code: Info	text: 0.114547729
date: 20/10/2018 22:31:55.299	code: Info	text: Connected by ('127.0.0.1', 4181) --> command: ping
date: 20/10/2018 22:31:55.299	code: Info	text: self.ping()
date: 20/10/2018 22:31:55.299	code: Info	text: 0.114547729
date: 20/10/2018 22:32:10.333	code: Info	text: Connected by ('127.0.0.1', 4190) --> command: ping
date: 20/10/2018 22:32:10.333	code: Info	text: self.ping()
date: 20/10/2018 22:32:10.333	code: Info	text: 0.114547729
date: 20/10/2018 22:32:25.367	code: Info	text: Connected by ('127.0.0.1', 4195) --> command: ping
date: 20/10/2018 22:32:25.367	code: Info	text: self.ping()
date: 20/10/2018 22:32:25.367	code: Info	text: 0.114547729
date: 20/10/2018 22:32:40.402	code: Info	text: Connected by ('127.0.0.1', 4203) --> command: ping
date: 20/10/2018 22:32:40.417	code: Info	text: self.ping()
date: 20/10/2018 22:32:40.417	code: Info	text: 0.114547729
date: 20/10/2018 22:32:55.299	code: Info	text: Connected by ('127.0.0.1', 4209) --> command: ping
date: 20/10/2018 22:32:55.299	code: Info	text: self.ping()
date: 20/10/2018 22:32:55.299	code: Info	text: 0.114547729
date: 20/10/2018 22:33:10.333	code: Info	text: Connected by ('127.0.0.1', 4218) --> command: ping
date: 20/10/2018 22:33:10.333	code: Info	text: self.ping()
date: 20/10/2018 22:33:10.333	code: Info	text: 0.114547729
date: 20/10/2018 22:33:25.399	code: Info	text: Connected by ('127.0.0.1', 4223) --> command: ping
date: 20/10/2018 22:33:25.399	code: Info	text: self.ping()
date: 20/10/2018 22:33:25.399	code: Info	text: 0.114547729
date: 20/10/2018 22:33:40.433	code: Info	text: Connected by ('127.0.0.1', 4231) --> command: ping
date: 20/10/2018 22:33:40.433	code: Info	text: self.ping()
date: 20/10/2018 22:33:40.433	code: Info	text: 0.114547729
date: 20/10/2018 22:33:55.467	code: Info	text: Connected by ('127.0.0.1', 4236) --> command: ping
date: 20/10/2018 22:33:55.467	code: Info	text: self.ping()
date: 20/10/2018 22:33:55.467	code: Info	text: 0.114547729
date: 20/10/2018 22:34:10.501	code: Info	text: Connected by ('127.0.0.1', 4245) --> command: ping
date: 20/10/2018 22:34:10.501	code: Info	text: self.ping()
date: 20/10/2018 22:34:10.501	code: Info	text: 0.114547729
date: 20/10/2018 22:34:25.536	code: Info	text: Connected by ('127.0.0.1', 4250) --> command: ping
date: 20/10/2018 22:34:25.536	code: Info	text: self.ping()
date: 20/10/2018 22:34:25.536	code: Info	text: 0.114547729
date: 20/10/2018 22:34:40.570	code: Info	text: Connected by ('127.0.0.1', 4258) --> command: ping
date: 20/10/2018 22:34:40.570	code: Info	text: self.ping()
date: 20/10/2018 22:34:40.570	code: Info	text: 0.114547729
date: 20/10/2018 22:34:55.604	code: Info	text: Connected by ('127.0.0.1', 4263) --> command: ping
date: 20/10/2018 22:34:55.604	code: Info	text: self.ping()
date: 20/10/2018 22:34:55.604	code: Info	text: 0.114547729
date: 20/10/2018 22:35:10.638	code: Info	text: Connected by ('127.0.0.1', 4275) --> command: ping
date: 20/10/2018 22:35:10.638	code: Info	text: self.ping()
date: 20/10/2018 22:35:10.638	code: Info	text: 0.114547729
date: 20/10/2018 22:35:25.688	code: Info	text: Connected by ('127.0.0.1', 4280) --> command: ping
date: 20/10/2018 22:35:25.688	code: Info	text: self.ping()
date: 20/10/2018 22:35:25.688	code: Info	text: 0.114547729
date: 20/10/2018 22:35:40.723	code: Info	text: Connected by ('127.0.0.1', 4290) --> command: ping
date: 20/10/2018 22:35:40.723	code: Info	text: self.ping()
date: 20/10/2018 22:35:40.723	code: Info	text: 0.114547729
date: 20/10/2018 22:35:55.819	code: Info	text: Connected by ('127.0.0.1', 4297) --> command: ping
date: 20/10/2018 22:35:55.819	code: Info	text: self.ping()
date: 20/10/2018 22:35:55.819	code: Info	text: 0.114547729
date: 20/10/2018 22:36:10.853	code: Info	text: Connected by ('127.0.0.1', 4305) --> command: ping
date: 20/10/2018 22:36:10.853	code: Info	text: self.ping()
date: 20/10/2018 22:36:10.853	code: Info	text: 0.114547729
date: 20/10/2018 22:36:25.888	code: Info	text: Connected by ('127.0.0.1', 4314) --> command: ping
date: 20/10/2018 22:36:25.888	code: Info	text: self.ping()
date: 20/10/2018 22:36:25.888	code: Info	text: 0.114547729
date: 20/10/2018 22:36:40.953	code: Info	text: Connected by ('127.0.0.1', 4321) --> command: ping
date: 20/10/2018 22:36:40.953	code: Info	text: self.ping()
date: 20/10/2018 22:36:40.953	code: Info	text: 0.114547729
date: 20/10/2018 22:36:56.003	code: Info	text: Connected by ('127.0.0.1', 4330) --> command: ping
date: 20/10/2018 22:36:56.003	code: Info	text: self.ping()
date: 20/10/2018 22:36:56.003	code: Info	text: 0.114547729
date: 20/10/2018 22:37:11.037	code: Info	text: Connected by ('127.0.0.1', 4338) --> command: ping
date: 20/10/2018 22:37:11.037	code: Info	text: self.ping()
date: 20/10/2018 22:37:11.037	code: Info	text: 0.114547729
date: 20/10/2018 22:37:26.072	code: Info	text: Connected by ('127.0.0.1', 4347) --> command: ping
date: 20/10/2018 22:37:26.072	code: Info	text: self.ping()
date: 20/10/2018 22:37:26.072	code: Info	text: 0.114547729
date: 20/10/2018 22:37:41.106	code: Info	text: Connected by ('127.0.0.1', 4354) --> command: ping
date: 20/10/2018 22:37:41.106	code: Info	text: self.ping()
date: 20/10/2018 22:37:41.106	code: Info	text: 0.114547729
date: 20/10/2018 22:37:56.140	code: Info	text: Connected by ('127.0.0.1', 4363) --> command: ping
date: 20/10/2018 22:37:56.140	code: Info	text: self.ping()
date: 20/10/2018 22:37:56.140	code: Info	text: 0.114547729
date: 20/10/2018 22:38:11.174	code: Info	text: Connected by ('127.0.0.1', 4371) --> command: ping
date: 20/10/2018 22:38:11.174	code: Info	text: self.ping()
date: 20/10/2018 22:38:11.174	code: Info	text: 0.114547729
date: 20/10/2018 22:38:26.208	code: Info	text: Connected by ('127.0.0.1', 4381) --> command: ping
date: 20/10/2018 22:38:26.208	code: Info	text: self.ping()
date: 20/10/2018 22:38:26.208	code: Info	text: 0.114547729
date: 20/10/2018 22:38:41.243	code: Info	text: Connected by ('127.0.0.1', 4388) --> command: ping
date: 20/10/2018 22:38:41.243	code: Info	text: self.ping()
date: 20/10/2018 22:38:41.243	code: Info	text: 0.114547729
date: 20/10/2018 22:38:56.277	code: Info	text: Connected by ('127.0.0.1', 4397) --> command: ping
date: 20/10/2018 22:38:56.277	code: Info	text: self.ping()
date: 20/10/2018 22:38:56.277	code: Info	text: 0.114547729
date: 20/10/2018 22:39:11.311	code: Info	text: Connected by ('127.0.0.1', 4405) --> command: ping
date: 20/10/2018 22:39:11.311	code: Info	text: self.ping()
date: 20/10/2018 22:39:11.311	code: Info	text: 0.114547729
date: 20/10/2018 22:39:26.345	code: Info	text: Connected by ('127.0.0.1', 4414) --> command: ping
date: 20/10/2018 22:39:26.345	code: Info	text: self.ping()
date: 20/10/2018 22:39:26.345	code: Info	text: 0.114547729
date: 20/10/2018 22:39:41.380	code: Info	text: Connected by ('127.0.0.1', 4421) --> command: ping
date: 20/10/2018 22:39:41.380	code: Info	text: self.ping()
date: 20/10/2018 22:39:41.380	code: Info	text: 0.114547729
date: 20/10/2018 22:39:56.414	code: Info	text: Connected by ('127.0.0.1', 4430) --> command: ping
date: 20/10/2018 22:39:56.414	code: Info	text: self.ping()
date: 20/10/2018 22:39:56.414	code: Info	text: 0.114547729
date: 20/10/2018 22:40:11.448	code: Info	text: Connected by ('127.0.0.1', 4438) --> command: ping
date: 20/10/2018 22:40:11.448	code: Info	text: self.ping()
date: 20/10/2018 22:40:11.448	code: Info	text: 0.114547729
date: 20/10/2018 22:40:26.514	code: Info	text: Connected by ('127.0.0.1', 4444) --> command: ping
date: 20/10/2018 22:40:26.514	code: Info	text: self.ping()
date: 20/10/2018 22:40:26.514	code: Info	text: 0.114547729
date: 20/10/2018 22:40:41.548	code: Info	text: Connected by ('127.0.0.1', 4451) --> command: ping
date: 20/10/2018 22:40:41.548	code: Info	text: self.ping()
date: 20/10/2018 22:40:41.548	code: Info	text: 0.114547729
date: 20/10/2018 22:40:56.582	code: Info	text: Connected by ('127.0.0.1', 4461) --> command: ping
date: 20/10/2018 22:40:56.582	code: Info	text: self.ping()
date: 20/10/2018 22:40:56.582	code: Info	text: 0.114547729
date: 20/10/2018 22:41:11.616	code: Info	text: Connected by ('127.0.0.1', 4470) --> command: ping
date: 20/10/2018 22:41:11.616	code: Info	text: self.ping()
date: 20/10/2018 22:41:11.616	code: Info	text: 0.114547729
date: 20/10/2018 22:41:26.650	code: Info	text: Connected by ('127.0.0.1', 4475) --> command: ping
date: 20/10/2018 22:41:26.650	code: Info	text: self.ping()
date: 20/10/2018 22:41:26.650	code: Info	text: 0.114547729
date: 20/10/2018 22:41:41.685	code: Info	text: Connected by ('127.0.0.1', 4483) --> command: ping
date: 20/10/2018 22:41:41.685	code: Info	text: self.ping()
date: 20/10/2018 22:41:41.685	code: Info	text: 0.114547729
date: 20/10/2018 22:41:56.719	code: Info	text: Connected by ('127.0.0.1', 4488) --> command: ping
date: 20/10/2018 22:41:56.719	code: Info	text: self.ping()
date: 20/10/2018 22:41:56.719	code: Info	text: 0.114547729
date: 20/10/2018 22:42:11.753	code: Info	text: Connected by ('127.0.0.1', 4497) --> command: ping
date: 20/10/2018 22:42:11.753	code: Info	text: self.ping()
date: 20/10/2018 22:42:11.753	code: Info	text: 0.114547729
date: 20/10/2018 22:42:26.787	code: Info	text: Connected by ('127.0.0.1', 4502) --> command: ping
date: 20/10/2018 22:42:26.787	code: Info	text: self.ping()
date: 20/10/2018 22:42:26.787	code: Info	text: 0.114547729
date: 20/10/2018 22:42:41.822	code: Info	text: Connected by ('127.0.0.1', 4510) --> command: ping
date: 20/10/2018 22:42:41.822	code: Info	text: self.ping()
date: 20/10/2018 22:42:41.822	code: Info	text: 0.114547729
date: 20/10/2018 22:42:56.716	code: Info	text: Connected by ('127.0.0.1', 4516) --> command: ping
date: 20/10/2018 22:42:56.716	code: Info	text: self.ping()
date: 20/10/2018 22:42:56.716	code: Info	text: 0.114547729
date: 20/10/2018 22:43:11.751	code: Info	text: Connected by ('127.0.0.1', 4525) --> command: ping
date: 20/10/2018 22:43:11.751	code: Info	text: self.ping()
date: 20/10/2018 22:43:11.751	code: Info	text: 0.114547729
date: 20/10/2018 22:43:26.785	code: Info	text: Connected by ('127.0.0.1', 4530) --> command: ping
date: 20/10/2018 22:43:26.785	code: Info	text: self.ping()
date: 20/10/2018 22:43:26.785	code: Info	text: 0.114547729
date: 20/10/2018 22:43:41.819	code: Info	text: Connected by ('127.0.0.1', 4538) --> command: ping
date: 20/10/2018 22:43:41.819	code: Info	text: self.ping()
date: 20/10/2018 22:43:41.819	code: Info	text: 0.114547729
date: 20/10/2018 22:43:56.853	code: Info	text: Connected by ('127.0.0.1', 4543) --> command: ping
date: 20/10/2018 22:43:56.853	code: Info	text: self.ping()
date: 20/10/2018 22:43:56.853	code: Info	text: 0.114547729
date: 20/10/2018 22:44:11.903	code: Info	text: Connected by ('127.0.0.1', 4552) --> command: ping
date: 20/10/2018 22:44:11.903	code: Info	text: self.ping()
date: 20/10/2018 22:44:11.903	code: Info	text: 0.114547729
date: 20/10/2018 22:44:26.937	code: Info	text: Connected by ('127.0.0.1', 4557) --> command: ping
date: 20/10/2018 22:44:26.937	code: Info	text: self.ping()
date: 20/10/2018 22:44:26.937	code: Info	text: 0.114547729
date: 20/10/2018 22:44:41.972	code: Info	text: Connected by ('127.0.0.1', 4565) --> command: ping
