
date: 24/09/2018 07:40:14.240	code: Info	text: Focus Server started at port 3340....
date: 24/09/2018 07:40:20.428	code: Info	text: Connected by ('127.0.0.1', 4470) --> command: ping
date: 24/09/2018 07:40:20.428	code: Info	text: self.ping()
date: 24/09/2018 07:40:20.428	code: Info	text: 0
date: 24/09/2018 07:40:36.617	code: Info	text: Connected by ('127.0.0.1', 4475) --> command: ping
date: 24/09/2018 07:40:36.633	code: Info	text: self.ping()
date: 24/09/2018 07:40:36.633	code: Info	text: 0
date: 24/09/2018 07:40:52.729	code: Info	text: Connected by ('127.0.0.1', 4480) --> command: ping
date: 24/09/2018 07:40:52.729	code: Info	text: self.ping()
date: 24/09/2018 07:40:52.729	code: Info	text: 0
date: 24/09/2018 07:41:08.715	code: Info	text: Connected by ('127.0.0.1', 4485) --> command: ping
date: 24/09/2018 07:41:08.715	code: Info	text: self.ping()
date: 24/09/2018 07:41:08.731	code: Info	text: 0
date: 24/09/2018 07:41:23.748	code: Info	text: Connected by ('127.0.0.1', 4491) --> command: ping
date: 24/09/2018 07:41:23.764	code: Info	text: self.ping()
date: 24/09/2018 07:41:23.764	code: Info	text: 0
date: 24/09/2018 07:41:38.797	code: Info	text: Connected by ('127.0.0.1', 4499) --> command: ping
date: 24/09/2018 07:41:38.797	code: Info	text: self.ping()
date: 24/09/2018 07:41:38.797	code: Info	text: 0
date: 24/09/2018 07:42:23.833	code: Info	text: Connected by ('127.0.0.1', 4511) --> command: ping
date: 24/09/2018 07:42:23.833	code: Info	text: self.ping()
date: 24/09/2018 07:42:23.833	code: Info	text: 0
date: 24/09/2018 07:43:08.779	code: Info	text: Connected by ('127.0.0.1', 4524) --> command: ping
date: 24/09/2018 07:43:08.779	code: Info	text: self.ping()
date: 24/09/2018 07:43:08.779	code: Info	text: 0
date: 24/09/2018 07:44:06.411	code: Info	text: Connected by ('127.0.0.1', 4537) --> command: ping
date: 24/09/2018 07:44:06.411	code: Info	text: self.ping()
date: 24/09/2018 07:44:06.411	code: Info	text: 0
date: 24/09/2018 07:44:21.444	code: Info	text: Connected by ('127.0.0.1', 4543) --> command: ping
date: 24/09/2018 07:44:21.444	code: Info	text: self.ping()
date: 24/09/2018 07:44:21.444	code: Info	text: 0
date: 24/09/2018 07:44:36.477	code: Info	text: Connected by ('127.0.0.1', 4548) --> command: ping
date: 24/09/2018 07:44:36.477	code: Info	text: self.ping()
date: 24/09/2018 07:44:36.477	code: Info	text: 0
date: 24/09/2018 07:44:51.510	code: Info	text: Connected by ('127.0.0.1', 4553) --> command: ping
date: 24/09/2018 07:44:51.510	code: Info	text: self.ping()
date: 24/09/2018 07:44:51.510	code: Info	text: 0
date: 24/09/2018 07:45:06.543	code: Info	text: Connected by ('127.0.0.1', 4558) --> command: ping
date: 24/09/2018 07:45:06.543	code: Info	text: self.ping()
date: 24/09/2018 07:45:06.543	code: Info	text: 0
date: 24/09/2018 07:45:21.576	code: Info	text: Connected by ('127.0.0.1', 4564) --> command: ping
date: 24/09/2018 07:45:21.576	code: Info	text: self.ping()
date: 24/09/2018 07:45:21.576	code: Info	text: 0
date: 24/09/2018 07:45:36.640	code: Info	text: Connected by ('127.0.0.1', 4569) --> command: ping
date: 24/09/2018 07:45:36.640	code: Info	text: self.ping()
date: 24/09/2018 07:45:36.640	code: Info	text: 0
date: 24/09/2018 07:45:51.673	code: Info	text: Connected by ('127.0.0.1', 4574) --> command: ping
date: 24/09/2018 07:45:51.673	code: Info	text: self.ping()
date: 24/09/2018 07:45:51.673	code: Info	text: 0
date: 24/09/2018 07:46:06.706	code: Info	text: Connected by ('127.0.0.1', 4579) --> command: ping
date: 24/09/2018 07:46:06.706	code: Info	text: self.ping()
date: 24/09/2018 07:46:06.706	code: Info	text: 0
date: 24/09/2018 07:46:21.755	code: Info	text: Connected by ('127.0.0.1', 4585) --> command: ping
date: 24/09/2018 07:46:21.755	code: Info	text: self.ping()
date: 24/09/2018 07:46:21.755	code: Info	text: 0
date: 24/09/2018 07:46:36.788	code: Info	text: Connected by ('127.0.0.1', 4590) --> command: ping
date: 24/09/2018 07:46:36.788	code: Info	text: self.ping()
date: 24/09/2018 07:46:36.788	code: Info	text: 0
date: 24/09/2018 07:46:51.821	code: Info	text: Connected by ('127.0.0.1', 4595) --> command: ping
date: 24/09/2018 07:46:51.821	code: Info	text: self.ping()
date: 24/09/2018 07:46:51.821	code: Info	text: 0
date: 24/09/2018 07:47:06.854	code: Info	text: Connected by ('127.0.0.1', 4600) --> command: ping
date: 24/09/2018 07:47:06.854	code: Info	text: self.ping()
date: 24/09/2018 07:47:06.854	code: Info	text: 0
date: 24/09/2018 07:47:52.141	code: Info	text: Connected by ('127.0.0.1', 4610) --> command: ping
date: 24/09/2018 07:47:52.141	code: Info	text: self.ping()
date: 24/09/2018 07:47:52.141	code: Info	text: 0
date: 24/09/2018 07:48:23.286	code: Info	text: Connected by ('127.0.0.1', 4617) --> command: ping
date: 24/09/2018 07:48:23.286	code: Info	text: self.ping()
date: 24/09/2018 07:48:23.286	code: Info	text: 0
date: 24/09/2018 07:48:39.553	code: Info	text: Connected by ('127.0.0.1', 4632) --> command: ping
date: 24/09/2018 07:48:39.553	code: Info	text: self.ping()
date: 24/09/2018 07:48:39.553	code: Info	text: 0
date: 24/09/2018 07:48:55.539	code: Info	text: Connected by ('127.0.0.1', 4647) --> command: ping
date: 24/09/2018 07:48:55.539	code: Info	text: self.ping()
date: 24/09/2018 07:48:55.539	code: Info	text: 0
date: 24/09/2018 07:49:12.041	code: Info	text: Connected by ('127.0.0.1', 4662) --> command: ping
date: 24/09/2018 07:49:12.041	code: Info	text: self.ping()
date: 24/09/2018 07:49:12.041	code: Info	text: 0
date: 24/09/2018 07:49:27.075	code: Info	text: Connected by ('127.0.0.1', 4677) --> command: ping
date: 24/09/2018 07:49:27.075	code: Info	text: self.ping()
date: 24/09/2018 07:49:27.075	code: Info	text: 0
date: 24/09/2018 07:49:35.779	code: Info	text: Connected by ('127.0.0.1', 4685) --> command: fwd_time:1
date: 24/09/2018 07:49:35.779	code: Info	text: self.fwd_time(1)
date: 24/09/2018 07:49:36.201	code: Info	text: OK
date: 24/09/2018 07:49:36.201	code: Info	text: Connected by ('127.0.0.1', 4686) --> command: get_pos
