
date: 02/10/2018 07:21:52.315	code: Info	text: Focus Server started at port 3340....
date: 02/10/2018 07:22:03.415	code: Info	text: Connected by ('127.0.0.1', 1583) --> command: ping
date: 02/10/2018 07:22:03.415	code: Info	text: self.ping()
date: 02/10/2018 07:22:03.415	code: Info	text: 0
date: 02/10/2018 07:22:19.589	code: Info	text: Connected by ('127.0.0.1', 1588) --> command: ping
date: 02/10/2018 07:22:19.589	code: Info	text: self.ping()
date: 02/10/2018 07:22:19.589	code: Info	text: 0
date: 02/10/2018 07:22:34.622	code: Info	text: Connected by ('127.0.0.1', 1593) --> command: ping
date: 02/10/2018 07:22:34.622	code: Info	text: self.ping()
date: 02/10/2018 07:22:34.622	code: Info	text: 0
date: 02/10/2018 07:22:49.655	code: Info	text: Connected by ('127.0.0.1', 1602) --> command: ping
date: 02/10/2018 07:22:49.655	code: Info	text: self.ping()
date: 02/10/2018 07:22:49.671	code: Info	text: 0
date: 02/10/2018 07:23:34.692	code: Info	text: Connected by ('127.0.0.1', 1615) --> command: ping
date: 02/10/2018 07:23:34.692	code: Info	text: self.ping()
date: 02/10/2018 07:23:34.692	code: Info	text: 0
date: 02/10/2018 07:24:32.840	code: Info	text: Connected by ('127.0.0.1', 1626) --> command: ping
date: 02/10/2018 07:24:32.855	code: Info	text: self.ping()
date: 02/10/2018 07:24:32.855	code: Info	text: 0
date: 02/10/2018 07:24:47.873	code: Info	text: Connected by ('127.0.0.1', 1634) --> command: ping
date: 02/10/2018 07:24:47.888	code: Info	text: self.ping()
date: 02/10/2018 07:24:47.888	code: Info	text: 0
date: 02/10/2018 07:25:32.941	code: Info	text: Connected by ('127.0.0.1', 1643) --> command: ping
date: 02/10/2018 07:25:32.941	code: Info	text: self.ping()
date: 02/10/2018 07:25:32.941	code: Info	text: 0
date: 02/10/2018 07:25:52.021	code: Info	text: Connected by ('127.0.0.1', 1649) --> command: ping
date: 02/10/2018 07:25:52.021	code: Info	text: self.ping()
date: 02/10/2018 07:25:52.021	code: Info	text: 0
date: 02/10/2018 07:26:07.773	code: Info	text: Connected by ('127.0.0.1', 1665) --> command: ping
date: 02/10/2018 07:26:07.773	code: Info	text: self.ping()
date: 02/10/2018 07:26:07.773	code: Info	text: 0
date: 02/10/2018 07:26:23.150	code: Info	text: Connected by ('127.0.0.1', 1680) --> command: ping
date: 02/10/2018 07:26:23.150	code: Info	text: self.ping()
date: 02/10/2018 07:26:23.150	code: Info	text: 0
date: 02/10/2018 07:26:38.542	code: Info	text: Connected by ('127.0.0.1', 1694) --> command: ping
date: 02/10/2018 07:26:38.542	code: Info	text: self.ping()
date: 02/10/2018 07:26:38.542	code: Info	text: 0
date: 02/10/2018 07:26:53.826	code: Info	text: Connected by ('127.0.0.1', 1710) --> command: ping
date: 02/10/2018 07:26:53.826	code: Info	text: self.ping()
date: 02/10/2018 07:26:53.826	code: Info	text: 0
date: 02/10/2018 07:27:09.609	code: Info	text: Connected by ('127.0.0.1', 1724) --> command: ping
date: 02/10/2018 07:27:09.609	code: Info	text: self.ping()
date: 02/10/2018 07:27:09.609	code: Info	text: 0
date: 02/10/2018 07:27:25.236	code: Info	text: Connected by ('127.0.0.1', 1740) --> command: ping
date: 02/10/2018 07:27:25.236	code: Info	text: self.ping()
date: 02/10/2018 07:27:25.236	code: Info	text: 0
date: 02/10/2018 07:28:10.507	code: Info	text: Connected by ('127.0.0.1', 1754) --> command: ping
date: 02/10/2018 07:28:10.507	code: Info	text: self.ping()
date: 02/10/2018 07:28:10.507	code: Info	text: 0
date: 02/10/2018 07:28:40.667	code: Info	text: Connected by ('127.0.0.1', 1760) --> command: ping
date: 02/10/2018 07:28:40.667	code: Info	text: self.ping()
date: 02/10/2018 07:28:40.667	code: Info	text: 0
date: 02/10/2018 07:28:55.997	code: Info	text: Connected by ('127.0.0.1', 1777) --> command: ping
date: 02/10/2018 07:28:55.997	code: Info	text: self.ping()
date: 02/10/2018 07:28:55.997	code: Info	text: 0
date: 02/10/2018 07:29:31.157	code: Info	text: Connected by ('127.0.0.1', 1786) --> command: ping
date: 02/10/2018 07:29:31.157	code: Info	text: self.ping()
date: 02/10/2018 07:29:31.157	code: Info	text: 0
date: 02/10/2018 07:29:46.190	code: Info	text: Connected by ('127.0.0.1', 1801) --> command: ping
date: 02/10/2018 07:29:46.190	code: Info	text: self.ping()
date: 02/10/2018 07:29:46.190	code: Info	text: 0
date: 02/10/2018 07:30:01.223	code: Info	text: Connected by ('127.0.0.1', 1809) --> command: ping
date: 02/10/2018 07:30:01.223	code: Info	text: self.ping()
date: 02/10/2018 07:30:01.223	code: Info	text: 0
date: 02/10/2018 07:30:16.288	code: Info	text: Connected by ('127.0.0.1', 1815) --> command: ping
date: 02/10/2018 07:30:16.288	code: Info	text: self.ping()
date: 02/10/2018 07:30:16.303	code: Info	text: 0
date: 02/10/2018 07:30:31.321	code: Info	text: Connected by ('127.0.0.1', 1820) --> command: ping
date: 02/10/2018 07:30:31.321	code: Info	text: self.ping()
date: 02/10/2018 07:30:31.321	code: Info	text: 0
date: 02/10/2018 07:30:46.354	code: Info	text: Connected by ('127.0.0.1', 1825) --> command: ping
date: 02/10/2018 07:30:46.354	code: Info	text: self.ping()
date: 02/10/2018 07:30:46.354	code: Info	text: 0
date: 02/10/2018 07:31:01.403	code: Info	text: Connected by ('127.0.0.1', 1838) --> command: ping
date: 02/10/2018 07:31:01.403	code: Info	text: self.ping()
date: 02/10/2018 07:31:01.403	code: Info	text: 0
date: 02/10/2018 07:31:16.436	code: Info	text: Connected by ('127.0.0.1', 1843) --> command: ping
date: 02/10/2018 07:31:16.436	code: Info	text: self.ping()
date: 02/10/2018 07:31:16.436	code: Info	text: 0
date: 02/10/2018 07:31:31.469	code: Info	text: Connected by ('127.0.0.1', 1848) --> command: ping
date: 02/10/2018 07:31:31.469	code: Info	text: self.ping()
date: 02/10/2018 07:31:31.469	code: Info	text: 0
date: 02/10/2018 07:31:46.486	code: Info	text: Connected by ('127.0.0.1', 1853) --> command: ping
date: 02/10/2018 07:31:46.502	code: Info	text: self.ping()
date: 02/10/2018 07:31:46.502	code: Info	text: 0
date: 02/10/2018 07:32:01.535	code: Info	text: Connected by ('127.0.0.1', 1859) --> command: ping
date: 02/10/2018 07:32:01.535	code: Info	text: self.ping()
date: 02/10/2018 07:32:01.535	code: Info	text: 0
date: 02/10/2018 07:32:16.513	code: Info	text: Connected by ('127.0.0.1', 1865) --> command: ping
date: 02/10/2018 07:32:16.513	code: Info	text: self.ping()
date: 02/10/2018 07:32:16.513	code: Info	text: 0
date: 02/10/2018 07:32:31.561	code: Info	text: Connected by ('127.0.0.1', 1874) --> command: ping
date: 02/10/2018 07:32:31.561	code: Info	text: self.ping()
date: 02/10/2018 07:32:31.561	code: Info	text: 0
date: 02/10/2018 07:32:47.251	code: Info	text: Connected by ('127.0.0.1', 1881) --> command: ping
date: 02/10/2018 07:32:47.251	code: Info	text: self.ping()
date: 02/10/2018 07:32:47.251	code: Info	text: 0
date: 02/10/2018 07:33:33.038	code: Info	text: Connected by ('127.0.0.1', 1890) --> command: ping
date: 02/10/2018 07:33:33.038	code: Info	text: self.ping()
date: 02/10/2018 07:33:33.038	code: Info	text: 0
date: 02/10/2018 07:34:06.354	code: Info	text: Connected by ('127.0.0.1', 1897) --> command: ping
date: 02/10/2018 07:34:06.354	code: Info	text: self.ping()
date: 02/10/2018 07:34:06.354	code: Info	text: 0
date: 02/10/2018 07:34:21.731	code: Info	text: Connected by ('127.0.0.1', 1912) --> command: ping
date: 02/10/2018 07:34:21.731	code: Info	text: self.ping()
date: 02/10/2018 07:34:21.731	code: Info	text: 0
date: 02/10/2018 07:34:37.717	code: Info	text: Connected by ('127.0.0.1', 1927) --> command: ping
date: 02/10/2018 07:34:37.717	code: Info	text: self.ping()
