
date: 29/10/2018 19:22:34.893	code: Info	text: Focus Server started at port 3340....
date: 29/10/2018 19:22:36.705	code: Info	text: Connected by ('127.0.0.1', 2115) --> command: ping
date: 29/10/2018 19:22:36.705	code: Info	text: self.ping()
date: 29/10/2018 19:22:36.705	code: Info	text: 0
date: 29/10/2018 19:22:53.394	code: Info	text: Connected by ('127.0.0.1', 2122) --> command: ping
date: 29/10/2018 19:22:53.394	code: Info	text: self.ping()
date: 29/10/2018 19:22:53.394	code: Info	text: 0
date: 29/10/2018 19:23:09.630	code: Info	text: Connected by ('127.0.0.1', 2130) --> command: ping
date: 29/10/2018 19:23:09.630	code: Info	text: self.ping()
date: 29/10/2018 19:23:09.630	code: Info	text: 0
date: 29/10/2018 19:23:25.085	code: Info	text: Connected by ('127.0.0.1', 2141) --> command: ping
date: 29/10/2018 19:23:25.085	code: Info	text: self.ping()
date: 29/10/2018 19:23:25.085	code: Info	text: 0
date: 29/10/2018 19:24:10.339	code: Info	text: Connected by ('127.0.0.1', 2156) --> command: ping
date: 29/10/2018 19:24:10.339	code: Info	text: self.ping()
date: 29/10/2018 19:24:10.339	code: Info	text: 0
date: 29/10/2018 19:24:55.374	code: Info	text: Connected by ('127.0.0.1', 2172) --> command: ping
date: 29/10/2018 19:24:55.374	code: Info	text: self.ping()
date: 29/10/2018 19:24:55.374	code: Info	text: 0
date: 29/10/2018 19:26:10.412	code: Info	text: Connected by ('127.0.0.1', 2189) --> command: ping
date: 29/10/2018 19:26:10.412	code: Info	text: self.ping()
date: 29/10/2018 19:26:10.412	code: Info	text: 0
date: 29/10/2018 19:27:24.434	code: Info	text: Connected by ('127.0.0.1', 2205) --> command: ping
date: 29/10/2018 19:27:24.434	code: Info	text: self.ping()
date: 29/10/2018 19:27:24.434	code: Info	text: 0
date: 29/10/2018 19:27:39.842	code: Info	text: Connected by ('127.0.0.1', 2225) --> command: ping
date: 29/10/2018 19:27:39.842	code: Info	text: self.ping()
date: 29/10/2018 19:27:39.842	code: Info	text: 0
date: 29/10/2018 19:27:54.890	code: Info	text: Connected by ('127.0.0.1', 2243) --> command: ping
date: 29/10/2018 19:27:54.890	code: Info	text: self.ping()
date: 29/10/2018 19:27:54.890	code: Info	text: 0
date: 29/10/2018 19:28:09.923	code: Info	text: Connected by ('127.0.0.1', 2260) --> command: ping
date: 29/10/2018 19:28:09.923	code: Info	text: self.ping()
date: 29/10/2018 19:28:09.923	code: Info	text: 0
date: 29/10/2018 19:28:24.955	code: Info	text: Connected by ('127.0.0.1', 2280) --> command: ping
date: 29/10/2018 19:28:24.955	code: Info	text: self.ping()
date: 29/10/2018 19:28:24.955	code: Info	text: 0
date: 29/10/2018 19:28:40.488	code: Info	text: Connected by ('127.0.0.1', 2298) --> command: ping
date: 29/10/2018 19:28:40.488	code: Info	text: self.ping()
date: 29/10/2018 19:28:40.488	code: Info	text: 0
date: 29/10/2018 19:28:55.521	code: Info	text: Connected by ('127.0.0.1', 2309) --> command: ping
date: 29/10/2018 19:28:55.521	code: Info	text: self.ping()
date: 29/10/2018 19:28:55.521	code: Info	text: 0
date: 29/10/2018 19:29:25.414	code: Info	text: Connected by ('127.0.0.1', 2318) --> command: ping
date: 29/10/2018 19:29:25.414	code: Info	text: self.ping()
date: 29/10/2018 19:29:25.414	code: Info	text: 0
date: 29/10/2018 19:29:40.743	code: Info	text: Connected by ('127.0.0.1', 2339) --> command: ping
date: 29/10/2018 19:29:40.743	code: Info	text: self.ping()
date: 29/10/2018 19:29:40.743	code: Info	text: 0
date: 29/10/2018 19:29:56.073	code: Info	text: Connected by ('127.0.0.1', 2358) --> command: ping
date: 29/10/2018 19:29:56.073	code: Info	text: self.ping()
date: 29/10/2018 19:29:56.073	code: Info	text: 0
date: 29/10/2018 19:30:11.684	code: Info	text: Connected by ('127.0.0.1', 2377) --> command: ping
date: 29/10/2018 19:30:11.684	code: Info	text: self.ping()
date: 29/10/2018 19:30:11.684	code: Info	text: 0
date: 29/10/2018 19:30:26.763	code: Info	text: Connected by ('127.0.0.1', 2396) --> command: ping
date: 29/10/2018 19:30:26.763	code: Info	text: self.ping()
date: 29/10/2018 19:30:26.763	code: Info	text: 0
date: 29/10/2018 19:30:43.546	code: Info	text: Connected by ('127.0.0.1', 2414) --> command: ping
date: 29/10/2018 19:30:43.546	code: Info	text: self.ping()
date: 29/10/2018 19:30:43.546	code: Info	text: 0
date: 29/10/2018 19:31:23.721	code: Info	text: Connected by ('127.0.0.1', 2427) --> command: ping
date: 29/10/2018 19:31:23.721	code: Info	text: self.ping()
date: 29/10/2018 19:31:23.721	code: Info	text: 0
date: 29/10/2018 19:31:38.754	code: Info	text: Connected by ('127.0.0.1', 2448) --> command: ping
date: 29/10/2018 19:31:38.754	code: Info	text: self.ping()
date: 29/10/2018 19:31:38.754	code: Info	text: 0
date: 29/10/2018 19:31:53.717	code: Info	text: Connected by ('127.0.0.1', 2466) --> command: ping
date: 29/10/2018 19:31:53.717	code: Info	text: self.ping()
