
date: 17/09/2018 08:10:49.652	code: Info	text: Focus Server started at port 3340....
date: 17/09/2018 08:11:01.794	code: Info	text: Connected by ('127.0.0.1', 1538) --> command: ping
date: 17/09/2018 08:11:01.794	code: Info	text: self.ping()
date: 17/09/2018 08:11:01.794	code: Info	text: 0
date: 17/09/2018 08:11:18.062	code: Info	text: Connected by ('127.0.0.1', 1543) --> command: ping
date: 17/09/2018 08:11:18.062	code: Info	text: self.ping()
date: 17/09/2018 08:11:18.062	code: Info	text: 0
date: 17/09/2018 08:11:34.392	code: Info	text: Connected by ('127.0.0.1', 1548) --> command: ping
date: 17/09/2018 08:11:34.392	code: Info	text: self.ping()
date: 17/09/2018 08:11:34.392	code: Info	text: 0
date: 17/09/2018 08:11:50.378	code: Info	text: Connected by ('127.0.0.1', 1553) --> command: ping
date: 17/09/2018 08:11:50.378	code: Info	text: self.ping()
date: 17/09/2018 08:11:50.378	code: Info	text: 0
date: 17/09/2018 08:12:06.380	code: Info	text: Connected by ('127.0.0.1', 1559) --> command: ping
date: 17/09/2018 08:12:06.380	code: Info	text: self.ping()
date: 17/09/2018 08:12:06.380	code: Info	text: 0
date: 17/09/2018 08:12:22.476	code: Info	text: Connected by ('127.0.0.1', 1566) --> command: ping
date: 17/09/2018 08:12:22.476	code: Info	text: self.ping()
date: 17/09/2018 08:12:22.476	code: Info	text: 0
date: 17/09/2018 08:12:38.478	code: Info	text: Connected by ('127.0.0.1', 1572) --> command: ping
date: 17/09/2018 08:12:38.478	code: Info	text: self.ping()
date: 17/09/2018 08:12:38.478	code: Info	text: 0
date: 17/09/2018 08:12:54.573	code: Info	text: Connected by ('127.0.0.1', 1578) --> command: ping
date: 17/09/2018 08:12:54.573	code: Info	text: self.ping()
date: 17/09/2018 08:12:54.573	code: Info	text: 0
date: 17/09/2018 08:13:10.669	code: Info	text: Connected by ('127.0.0.1', 1584) --> command: ping
date: 17/09/2018 08:13:10.669	code: Info	text: self.ping()
date: 17/09/2018 08:13:10.669	code: Info	text: 0
date: 17/09/2018 08:13:27.124	code: Info	text: Connected by ('127.0.0.1', 1589) --> command: ping
date: 17/09/2018 08:13:27.124	code: Info	text: self.ping()
date: 17/09/2018 08:13:27.124	code: Info	text: 0
date: 17/09/2018 08:13:43.595	code: Info	text: Connected by ('127.0.0.1', 1597) --> command: ping
date: 17/09/2018 08:13:43.595	code: Info	text: self.ping()
date: 17/09/2018 08:13:43.595	code: Info	text: 0
date: 17/09/2018 08:13:59.552	code: Info	text: Connected by ('127.0.0.1', 1604) --> command: ping
date: 17/09/2018 08:13:59.552	code: Info	text: self.ping()
date: 17/09/2018 08:13:59.552	code: Info	text: 0
date: 17/09/2018 08:14:15.554	code: Info	text: Connected by ('127.0.0.1', 1609) --> command: ping
date: 17/09/2018 08:14:15.554	code: Info	text: self.ping()
date: 17/09/2018 08:14:15.554	code: Info	text: 0
date: 17/09/2018 08:14:31.650	code: Info	text: Connected by ('127.0.0.1', 1614) --> command: ping
date: 17/09/2018 08:14:31.650	code: Info	text: self.ping()
date: 17/09/2018 08:14:31.650	code: Info	text: 0
date: 17/09/2018 08:14:47.636	code: Info	text: Connected by ('127.0.0.1', 1619) --> command: ping
date: 17/09/2018 08:14:47.636	code: Info	text: self.ping()
date: 17/09/2018 08:14:47.636	code: Info	text: 0
date: 17/09/2018 08:15:04.466	code: Info	text: Connected by ('127.0.0.1', 1626) --> command: ping
date: 17/09/2018 08:15:04.466	code: Info	text: self.ping()
date: 17/09/2018 08:15:04.466	code: Info	text: 0
date: 17/09/2018 08:15:20.531	code: Info	text: Connected by ('127.0.0.1', 1633) --> command: ping
date: 17/09/2018 08:15:20.531	code: Info	text: self.ping()
date: 17/09/2018 08:15:20.531	code: Info	text: 0
date: 17/09/2018 08:15:36.549	code: Info	text: Connected by ('127.0.0.1', 1640) --> command: ping
date: 17/09/2018 08:15:36.549	code: Info	text: self.ping()
date: 17/09/2018 08:15:36.549	code: Info	text: 0
date: 17/09/2018 08:15:53.113	code: Info	text: Connected by ('127.0.0.1', 1649) --> command: ping
date: 17/09/2018 08:15:53.113	code: Info	text: self.ping()
date: 17/09/2018 08:15:53.113	code: Info	text: 0
date: 17/09/2018 08:16:09.428	code: Info	text: Connected by ('127.0.0.1', 1664) --> command: ping
date: 17/09/2018 08:16:09.428	code: Info	text: self.ping()
date: 17/09/2018 08:16:09.428	code: Info	text: 0
date: 17/09/2018 08:16:25.414	code: Info	text: Connected by ('127.0.0.1', 1670) --> command: ping
date: 17/09/2018 08:16:25.414	code: Info	text: self.ping()
date: 17/09/2018 08:16:25.414	code: Info	text: 0
date: 17/09/2018 08:16:41.603	code: Info	text: Connected by ('127.0.0.1', 1675) --> command: ping
date: 17/09/2018 08:16:41.603	code: Info	text: self.ping()
date: 17/09/2018 08:16:41.603	code: Info	text: 0
date: 17/09/2018 08:16:57.699	code: Info	text: Connected by ('127.0.0.1', 1683) --> command: ping
date: 17/09/2018 08:16:57.699	code: Info	text: self.ping()
date: 17/09/2018 08:16:57.699	code: Info	text: 0
date: 17/09/2018 08:17:13.701	code: Info	text: Connected by ('127.0.0.1', 1691) --> command: ping
date: 17/09/2018 08:17:13.701	code: Info	text: self.ping()
date: 17/09/2018 08:17:13.701	code: Info	text: 0
date: 17/09/2018 08:17:28.734	code: Info	text: Connected by ('127.0.0.1', 1696) --> command: ping
date: 17/09/2018 08:17:28.734	code: Info	text: self.ping()
date: 17/09/2018 08:17:28.734	code: Info	text: 0
date: 17/09/2018 08:17:43.767	code: Info	text: Connected by ('127.0.0.1', 1701) --> command: ping
date: 17/09/2018 08:17:43.767	code: Info	text: self.ping()
date: 17/09/2018 08:17:43.767	code: Info	text: 0
date: 17/09/2018 08:17:58.800	code: Info	text: Connected by ('127.0.0.1', 1707) --> command: ping
date: 17/09/2018 08:17:58.800	code: Info	text: self.ping()
date: 17/09/2018 08:17:58.800	code: Info	text: 0
date: 17/09/2018 08:18:13.833	code: Info	text: Connected by ('127.0.0.1', 1713) --> command: ping
date: 17/09/2018 08:18:13.833	code: Info	text: self.ping()
date: 17/09/2018 08:18:13.833	code: Info	text: 0
date: 17/09/2018 08:18:28.866	code: Info	text: Connected by ('127.0.0.1', 1718) --> command: ping
date: 17/09/2018 08:18:28.866	code: Info	text: self.ping()
date: 17/09/2018 08:18:28.866	code: Info	text: 0
date: 17/09/2018 08:18:43.899	code: Info	text: Connected by ('127.0.0.1', 1723) --> command: ping
date: 17/09/2018 08:18:43.915	code: Info	text: self.ping()
date: 17/09/2018 08:18:43.915	code: Info	text: 0
date: 17/09/2018 08:18:58.932	code: Info	text: Connected by ('127.0.0.1', 1730) --> command: ping
date: 17/09/2018 08:18:58.932	code: Info	text: self.ping()
date: 17/09/2018 08:18:58.932	code: Info	text: 0
date: 17/09/2018 08:19:13.966	code: Info	text: Connected by ('127.0.0.1', 1738) --> command: ping
date: 17/09/2018 08:19:13.966	code: Info	text: self.ping()
date: 17/09/2018 08:19:13.981	code: Info	text: 0
date: 17/09/2018 08:19:59.096	code: Info	text: Connected by ('127.0.0.1', 1751) --> command: ping
date: 17/09/2018 08:19:59.096	code: Info	text: self.ping()
date: 17/09/2018 08:19:59.096	code: Info	text: 0
date: 17/09/2018 08:21:02.994	code: Info	text: Connected by ('127.0.0.1', 1765) --> command: ping
date: 17/09/2018 08:21:02.994	code: Info	text: self.ping()
date: 17/09/2018 08:21:02.994	code: Info	text: 0
date: 17/09/2018 08:21:18.028	code: Info	text: Connected by ('127.0.0.1', 1770) --> command: ping
date: 17/09/2018 08:21:18.028	code: Info	text: self.ping()
date: 17/09/2018 08:21:18.028	code: Info	text: 0
date: 17/09/2018 08:22:03.142	code: Info	text: Connected by ('127.0.0.1', 1780) --> command: ping
date: 17/09/2018 08:22:03.142	code: Info	text: self.ping()
date: 17/09/2018 08:22:03.142	code: Info	text: 0
date: 17/09/2018 08:22:30.271	code: Info	text: Connected by ('127.0.0.1', 1786) --> command: ping
date: 17/09/2018 08:22:30.271	code: Info	text: self.ping()
date: 17/09/2018 08:22:30.271	code: Info	text: 0
date: 17/09/2018 08:22:45.304	code: Info	text: Connected by ('127.0.0.1', 1798) --> command: ping
date: 17/09/2018 08:22:45.304	code: Info	text: self.ping()
date: 17/09/2018 08:22:45.304	code: Info	text: 0
date: 17/09/2018 08:23:08.666	code: Info	text: Connected by ('127.0.0.1', 1806) --> command: ping
date: 17/09/2018 08:23:08.666	code: Info	text: self.ping()
date: 17/09/2018 08:23:08.666	code: Info	text: 0
date: 17/09/2018 08:23:23.699	code: Info	text: Connected by ('127.0.0.1', 1820) --> command: ping
date: 17/09/2018 08:23:23.699	code: Info	text: self.ping()
date: 17/09/2018 08:23:23.699	code: Info	text: 0
date: 17/09/2018 08:23:24.293	code: Info	text: Connected by ('127.0.0.1', 1822) --> command: rwd_time:1
date: 17/09/2018 08:23:24.293	code: Info	text: self.rwd_time(1)
date: 17/09/2018 08:23:24.824	code: Info	text: OK
date: 17/09/2018 08:23:24.824	code: Info	text: Connected by ('127.0.0.1', 1823) --> command: get_pos
date: 17/09/2018 08:23:24.824	code: Info	text: self.get_pos()
date: 17/09/2018 08:23:24.840	code: Info	text: 0.116210938
date: 17/09/2018 08:23:38.732	code: Info	text: Connected by ('127.0.0.1', 1836) --> command: ping
date: 17/09/2018 08:23:38.732	code: Info	text: self.ping()
date: 17/09/2018 08:23:38.732	code: Info	text: 0.116210938
date: 17/09/2018 08:23:53.765	code: Info	text: Connected by ('127.0.0.1', 1852) --> command: ping
date: 17/09/2018 08:23:53.765	code: Info	text: self.ping()
date: 17/09/2018 08:23:53.765	code: Info	text: 0.116210938
date: 17/09/2018 08:24:08.717	code: Info	text: Connected by ('127.0.0.1', 1867) --> command: ping
date: 17/09/2018 08:24:08.717	code: Info	text: self.ping()
date: 17/09/2018 08:24:08.717	code: Info	text: 0.116210938
date: 17/09/2018 08:24:11.468	code: Info	text: Connected by ('127.0.0.1', 1871) --> command: rwd_time:1
date: 17/09/2018 08:24:11.468	code: Info	text: self.rwd_time(1)
date: 17/09/2018 08:24:11.811	code: Info	text: OK
date: 17/09/2018 08:24:11.811	code: Info	text: Connected by ('127.0.0.1', 1872) --> command: get_pos
date: 17/09/2018 08:24:11.811	code: Info	text: self.get_pos()
date: 17/09/2018 08:24:11.827	code: Info	text: 0.116012573
date: 17/09/2018 08:24:23.750	code: Info	text: Connected by ('127.0.0.1', 1885) --> command: ping
date: 17/09/2018 08:24:23.750	code: Info	text: self.ping()
date: 17/09/2018 08:24:23.750	code: Info	text: 0.116012573
date: 17/09/2018 08:24:46.331	code: Info	text: Connected by ('127.0.0.1', 1892) --> command: ping
date: 17/09/2018 08:24:46.331	code: Info	text: self.ping()
date: 17/09/2018 08:24:46.331	code: Info	text: 0.116012573
date: 17/09/2018 08:25:01.443	code: Info	text: Connected by ('127.0.0.1', 1907) --> command: ping
date: 17/09/2018 08:25:01.443	code: Info	text: self.ping()
date: 17/09/2018 08:25:01.443	code: Info	text: 0.116012573
date: 17/09/2018 08:25:27.211	code: Info	text: Connected by ('127.0.0.1', 1916) --> command: ping
date: 17/09/2018 08:25:27.211	code: Info	text: self.ping()
date: 17/09/2018 08:25:27.211	code: Info	text: 0.116012573
date: 17/09/2018 08:25:41.697	code: Info	text: Connected by ('127.0.0.1', 1927) --> command: rwd_time:1
date: 17/09/2018 08:25:41.697	code: Info	text: self.rwd_time(1)
date: 17/09/2018 08:25:42.041	code: Info	text: OK
date: 17/09/2018 08:25:42.057	code: Info	text: Connected by ('127.0.0.1', 1928) --> command: get_pos
date: 17/09/2018 08:25:42.057	code: Info	text: self.get_pos()
date: 17/09/2018 08:25:42.057	code: Info	text: 0.115798950
date: 17/09/2018 08:25:43.104	code: Info	text: Connected by ('127.0.0.1', 1933) --> command: ping
date: 17/09/2018 08:25:43.104	code: Info	text: self.ping()
date: 17/09/2018 08:25:43.104	code: Info	text: 0.115798950
date: 17/09/2018 08:25:49.698	code: Info	text: Connected by ('127.0.0.1', 1939) --> command: rwd_time:1
date: 17/09/2018 08:25:49.698	code: Info	text: self.rwd_time(1)
date: 17/09/2018 08:25:50.042	code: Info	text: OK
date: 17/09/2018 08:25:50.058	code: Info	text: Connected by ('127.0.0.1', 1940) --> command: get_pos
date: 17/09/2018 08:25:50.058	code: Info	text: self.get_pos()
date: 17/09/2018 08:25:50.058	code: Info	text: 0.115600586
date: 17/09/2018 08:25:57.684	code: Info	text: Connected by ('127.0.0.1', 1947) --> command: rwd_time:1
date: 17/09/2018 08:25:57.684	code: Info	text: self.rwd_time(1)
date: 17/09/2018 08:25:58.028	code: Info	text: OK
date: 17/09/2018 08:25:58.043	code: Info	text: Connected by ('127.0.0.1', 1948) --> command: get_pos
date: 17/09/2018 08:25:58.043	code: Info	text: self.get_pos()
date: 17/09/2018 08:25:58.043	code: Info	text: 0.115386963
date: 17/09/2018 08:25:59.106	code: Info	text: Connected by ('127.0.0.1', 1953) --> command: ping
date: 17/09/2018 08:25:59.106	code: Info	text: self.ping()
date: 17/09/2018 08:25:59.106	code: Info	text: 0.115386963
date: 17/09/2018 08:26:05.716	code: Info	text: Connected by ('127.0.0.1', 1959) --> command: rwd_time:1
date: 17/09/2018 08:26:05.716	code: Info	text: self.rwd_time(1)
